company,location,posted_time_ago,applicant_number,job_title,job_description,level,employment_type,job_function,industries
Houston Methodist,"Houston, TX",22 hours ago,,Data Analyst,"Come lead with us at Houston Methodist Academic InstituteJob SummaryAt Houston Methodist, the Data Analyst position is responsible for the provision of analytical support of data generated by the department. This position will assist in creating, designing and implementing processes to ensure accurate data collection and input. The Data Analyst position will assist with maintenance of department database and on-going training of end users. This position is responsible for gathering, analyzing and reporting statistical information and patient outcomes to both external and internal customers which may include statistical power and sample size determination, inferential hypothesis testing, algorithm development and numerical methods, data mining and knowledge discovery in databases. Reporting duties for the Data Analyst position will involve the provision of monthly departmental reports and ensuring timely regulatory reporting completion. Additional responsibilities for this position include making recommendations for the implementation of technology and processes required to support the goals of the department with emphasis on regulatory compliance. The Data Analyst position will complete or assign other data requests.Primary Job ResponsibilitiesJob responsibilities labeled EF capture those duties that are essential functions of the job.PEOPLE - 20%Communicates results of queries in database systems and upgrades regarding electronic protocol management system to coworkers, staff and management. (EF)Completes and works directly with physicians, clinical staff and management on customized data queries and other requests for operational and research needs. (EF)Fosters teamwork approach in all interactions with peers and team members. Anticipates needs of other team members; proactively offering assistance. Provides contributions towards improvement of department scores for turnover/retention/employee engagement. (EF)SERVICE - 30%Provides troubleshooting logic in relation to technical support. (EF)Provides and/or supervises gathering, entering and auditing of data in database. (EF)Assists with design and implementation of processes to ensure accurate data collection and input. (EF)Performs statistical analysis interpretation by preparing reports (monthly, quarterly and/or as needed) on productivity, quality activities, trends and other clinical or business metrics relevant to the department. (EF)QUALITY/SAFETY - 15%Conducts routine data processing and implementation of quality control methods. (EF)Develops standard operating procedures. Ensures compliance with all HIPAA/confidentiality regulations. (EF) In conjunction with management, participates in performance improvement program for department. (EF)FINANCE - 20%Conducts, as appropriate, statistical power and sample size determination, inferential hypothesis testing, data mining and knowledge discovery in databases. (EF) Responsible for all aspects of clinical data analyses for multiple studies. (EF)Programs and develops algorithms for numerical methods and develops workflow and data pipelines as needed for project(s). (EF)GROWTH/INNOVATION - 15%Collaborates with Technology regarding software system proposals, purchases, installations, upgrades, enhancements and modifications. (EF)Identifies and assumes responsibility of own learning needs, consults with team experts and seeks continuing education opportunities to meet those needs. Completes and updates the individual development plan (IDP) on an on-going basis. Ensures own career discussions occur with appropriate management. (EF)This job description is not intended to be all inclusive; the employee will also perform other reasonably related business/job duties as assigned. Houston Methodist reserves the right to revise job duties and responsibilities as the need arises.Education RequirementsBachelor's degree in computer science, engineering, math, physics or related fieldExperience RequirementsThree years in data analysis, preferably in a healthcare/research settingEqual Employment OpportunityHouston Methodist is an Equal Opportunity Employer.Equal employment opportunity is a sound and just concept to which Houston Methodist is firmly bound. Houston Methodist will not engage in discrimination against or harassment of any person employed or seeking employment with Houston Methodist on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, status as a protected veteran or other characteristics protected by law. VEVRAA Federal Contractor – priority referral Protected Veterans requested.
        


        
            Show more
          

          



        
            Show less",Entry level,Full-time,Information Technology,Hospitals and Health Care
Jobot,"Austin, TX",2 days ago,,100% REMOTE Data Analyst,"Want to learn more about this role and Jobot? Click our Jobot logo and follow our LinkedIn page!Job detailsStrong compensation package, bonus eligible, great benefits, 401K match, friendly work culture, generous PTOThis Jobot Job is hosted by Danielle LiguoriAre you a fit? Easy Apply now by clicking the ""Easy Apply"" button and sending us your resume.Salary $80,000 - $100,000 per yearA Bit About UsA leading Energy company is looking for an IT Data Analyst to join their growing team! 1Why join us?Competitive compensation packageBonus eligibleFantastic Health Benefits401K matchGenerous PTOCollaborative EnvironmentTremendous Growth OpportunitiesJob DetailsReporting to the Director of Customer Experience Management, the successful candidate will be responsible for integrating, cleaning, and analyzing raw data from various systems and databases. They will also manipulate datasets, create spreadsheets, and use APIs to gather and interpret information. This role will require a strong understanding of IT, data analysis, and visualization tools such as SQL, Tableau, Power BI, Sigma, and Python.Responsibilities Collect, integrate, and clean raw data from various sources and systems. Manipulate large datasets to extract meaningful business insights. Analyze data using statistical tools and techniques to identify trends, patterns, and anomalies. Develop and maintain databases, data systems, and API integrations. Create interactive dashboards and reports using visualization tools such as Tableau, Power BI, and Sigma. Use SQL for complex querying, data extraction, and database management. Utilize Python for data analysis and automation tasks. Collaborate with the IT team and other stakeholders to understand data needs and deliver appropriate solutions. Ensure data quality and integrity through regular review and quality checks. Present findings and insights to management for strategic decision-making.Qualifications Bachelor’s degree in Computer Science, Information Technology, or a related field. Minimum of 5 years of experience in a similar role, preferably in the IT sector. Advanced knowledge of SQL, Tableau, Power BI, Sigma, and Python. Proven experience in data integration, cleaning, and analysis. Strong understanding of databases and data systems.Interested in hearing more? Easy Apply now by clicking the ""Easy Apply"" button.Want to learn more about this role and Jobot?Click our Jobot logo and follow our LinkedIn page!



        
            Show more
          

          



        
            Show less",Entry level,Full-time,Information Technology,Staffing and Recruiting
Mindlance,Washington DC-Baltimore Area,4 days ago,,Marketing Data Analyst,"Hi,Hope you and your dear ones are doing good and staying healthy.My name is Ujjwal, I am a resource professional with Mindlance Inc. Mindlance is a national recruiting company which partners with many of the leading employers in the Life Sciences, IT, and Financial Services sectors, feel free to check us out at http://www.mindlance.com.Title: Business Analyst II/Digital Marketing AnalystDuration: 12 months with the potential to go beyondWork Location: Washington DC (Flexible remote) Job Description: The Marketing and Communications - Digital Marketing Analytics - Senior Associate role will offer you the flexibility to make each day your own, while working alongside people who care so that you can deliver on the following responsibilities:• Contribute to the development and advancement of digital marketing strategy to advance organizational objectives and goals for line of business through data-driven analyses and visualizations• Partner with content strategists to review overall marketing strategies, including user experience, digital journey mapping, tagging, and taxonomy.• Conduct data mining and deep dive analyses into digital marketing results to develop recommendations, optimizations, and/or improvements to marketing strategy.Qualifications:Minimum Required Experiences• 2 years• 3+ years of overall experience preferredDesired Experiences• Bachelor's degree or equivalentSkills• Skilled in the graphical representation of information in the form of a charts, diagrams, pictures, and dashboards with programs and tools such as Excel, Tableau, or Power BI• Ability to apply critical thinking and/or analytical thinking to real world business problems• Ability to gather and articulate big picture insights from discrete and/or unstructured data sets• The group of skills related to Performance Measurement including evaluating programs and defining and measuring KPIs• Experience in the process of analyzing data to identify trends or relationships to inform conclusions about the data• The group of skills related to Relationship Management including managing and engaging stakeholders, customers, and vendors, building relationship networks, contracting, etc• Working with people with different functional expertise respectfully and cooperatively to work toward a common goalTools• Expertise in Google Analytics• Advanced skills in Tableau (or similar data visualization software)• Skilled in Excel• Experience using Google Tag Manager preferredMust Have Skills:• Technical skills to include expertise in Google Analytics & Tableau (or similar data visualization tool)• Data analysis, including the ability to process data & gather insights from large structured or unstructured data sets• Telling a story through data visualization / graphical representation of information• Measuring performance to evaluate programs by defining and measuring KPIs• Professional relationship management including managing and engaging stakeholders, especially (groups of) individuals with different functional expertiseNice to Have Skills:• Strong communication,• other Google Suite tools to include (but not limited to) Google Campaign Manager, Google Search Console, and• Google Tag Manager“Mindlance is an Equal Opportunity Employer and does not discriminate in employment on the basis of – Minority/Gender/Disability/Religion/LGBTQI/Age/Veterans.”



        
            Show more
          

          



        
            Show less",Associate,Contract,Analyst and Marketing,Financial Services
Jobot,"Austin, TX",2 days ago,,100% REMOTE Data Analyst,"Want to learn more about this role and Jobot? Click our Jobot logo and follow our LinkedIn page!Job detailsStrong compensation package, bonus eligible, great benefits, 401K match, friendly work culture, generous PTOThis Jobot Job is hosted by Danielle LiguoriAre you a fit? Easy Apply now by clicking the ""Easy Apply"" button and sending us your resume.Salary $80,000 - $100,000 per yearA Bit About UsA leading Energy company is looking for an IT Data Analyst to join their growing team! 1Why join us?Competitive compensation packageBonus eligibleFantastic Health Benefits401K matchGenerous PTOCollaborative EnvironmentTremendous Growth OpportunitiesJob DetailsReporting to the Director of Customer Experience Management, the successful candidate will be responsible for integrating, cleaning, and analyzing raw data from various systems and databases. They will also manipulate datasets, create spreadsheets, and use APIs to gather and interpret information. This role will require a strong understanding of IT, data analysis, and visualization tools such as SQL, Tableau, Power BI, Sigma, and Python.Responsibilities Collect, integrate, and clean raw data from various sources and systems. Manipulate large datasets to extract meaningful business insights. Analyze data using statistical tools and techniques to identify trends, patterns, and anomalies. Develop and maintain databases, data systems, and API integrations. Create interactive dashboards and reports using visualization tools such as Tableau, Power BI, and Sigma. Use SQL for complex querying, data extraction, and database management. Utilize Python for data analysis and automation tasks. Collaborate with the IT team and other stakeholders to understand data needs and deliver appropriate solutions. Ensure data quality and integrity through regular review and quality checks. Present findings and insights to management for strategic decision-making.Qualifications Bachelor’s degree in Computer Science, Information Technology, or a related field. Minimum of 5 years of experience in a similar role, preferably in the IT sector. Advanced knowledge of SQL, Tableau, Power BI, Sigma, and Python. Proven experience in data integration, cleaning, and analysis. Strong understanding of databases and data systems.Interested in hearing more? Easy Apply now by clicking the ""Easy Apply"" button.Want to learn more about this role and Jobot?Click our Jobot logo and follow our LinkedIn page!



        
            Show more
          

          



        
            Show less",Entry level,Full-time,Information Technology,Staffing and Recruiting
Cardinal Health,"Texas, United States",4 days ago,194 applicants,Data Analyst - Nationwide,"What Data Analytics brings to Cardinal HealthThe Data and Analytics Function oversees the analytics lifecycle in order to identify, analyze and present relevant insights that drive business decisions and anticipate opportunities to achieve a competitive advantage. This function manages analytic data platforms, the access, design and implementation of reporting/business intelligence solutions, and the application of advanced quantitative modeling.Data Analytics applies business process knowledge and data analytics to develop, recommend and communicate timely, accurate, relevant, and actionable insights to support business decisions and objectives. ResponsibilitiesTranslate internal briefs into analytical data requirements (to include refining the initial brief and asking the ‘right questions’, working through potential hypotheses and storyboarding the output)Support and train business on self-service data consumption layerNavigate systems, access data, reconcile numbers from different sources, identify discrepancies and understand drivers of change within dataDevelop, test, maintain, and manage advanced reporting, analytics, dashboards, and other Business Intelligence solutionsTesting user stories partnering with data engineers and business analystsReconcile numbers from different sources, identify discrepancies and understand and present the drivers of change within dataMap out all the different information and data stored, and how these sources of data will fit together and flow into one anotherFind data insights and provide recommendation to the businessValidate reporting and data accuracy and drive analytical user acceptance testing (UAT)Write advanced and highly efficient SQL queries that contribute to our business semantic architectureUtilize SQL/Python or other relevant statistical tools for data profiling and data validationQualificationsBachelor’s Degree in related field, or equivalent work experience, preferred2+ years of corporate experience building and testing advanced dashboards with data visualization tools such as Tableau preferred3+ years of experience writing complex SQL queries for data analysis and data validation preferredStatistical modeling knowledge or any machine learning technique knowledge is preferred (regression, logistic regression, random forest, etc.)Ability to multi-task, prioritize, and coordinate resourcesExcellent communicator with superior written, verbal, presentation, and interpersonal communication skills preferredAbility to build simple but clever and elegant data insights to new problems within significant resources, operational and time constraints through deep understanding of the business, creative problem solving, and a wide range of expertise in data analytics is preferredWhat is expected of you and others at this levelApplies comprehensive knowledge and a thorough understanding of concepts, principles, and technical capabilities to perform varied tasks and projectsMay contribute to the development of policies and proceduresWorks on complex projects of large scopeDevelops technical solutions to a wide range of difficult problems. Solutions are innovative and consistent with organization objectivesCompletes work independently receives general guidance on new projectsWork reviewed for purpose of meeting objectivesMay act as a mentor to less experienced colleaguesAnticipated salary range: $78,500 - $112,100Bonus eligible: NoBenefits: Cardinal Health offers a wide variety of benefits and programs to support health and well-being.Medical, dental and vision coveragePaid time off planHealth savings account (HSA)401k savings planAccess to wages before pay day with myFlexPayFlexible spending accounts (FSAs)Short- and long-term disability coverageWork-Life resourcesPaid parental leaveHealthy lifestyle programsApplication window anticipated to close: 4/13/2024 *if interested in opportunity, please submit application as soon as possible.Candidates who are back-to-work, people with disabilities, without a college degree, and Veterans are encouraged to apply.Cardinal Health supports an inclusive workplace that values diversity of thought, experience and background. We celebrate the power of our differences to create better solutions for our customers by ensuring employees can be their authentic selves each day. Cardinal Health is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, ancestry, age, physical or mental disability, sex, sexual orientation, gender identity/expression, pregnancy, veteran status, marital status, creed, status with regard to public assistance, genetic status or any other status protected by federal, state or local law.



        
            Show more
          

          



        
            Show less",Entry level,Full-time,Information Technology,"Medical Equipment Manufacturing, Transportation, Logistics, Supply Chain and Storage, and Hospitals and Health Care"
Facebook,"Sunnyvale, CA",2 days ago,,Data Labeling Analyst (Contract),"SummaryThe Data Labeling Specialist (DLS) will contribute to large projects and leverage analytical skills to help deliver lasting impact on Meta products. If you thrive in ambiguous environments and love finding areas for improvement, you’ve come to the right place.The main function of a DLS is to support and improve the quality of our labeling programs. DLS supports our project managers and Product teams. DLS are expected to become Subject Matter Experts on guidelines, labeling and labeling workflows and help deliver lasting impact for the product teams we support.As an Data Labeling Specialist, you will be supporting the team by maintaining quality and accuracy of native language content.This contractor position will be responsible for the following:- Become a subject matter expert in labeling, labeling workflows and labeling guidelines- Composing, annotating and validating data- Composing and reviewing guidelines- Support quality efforts- Understand and help incorporate changes shared by cross functional partners to existing workflows, product features, and planned launches.- Implement pre-approved changes to workflows and knowledge repositories.Skills required:MUST HAVE: Data Labeling or Data Annotation experience. - Must be fluent in English in reading, writing, and speaking- Excellent writing and communication skills- Excellent organizational skills with attention to detail- Excellent technical and computer skills



        
            Show more
          

          



        
            Show less",Entry level,Contract,Analyst,"Technology, Information and Media"
Cardinal Health,"Georgia, United States",4 days ago,170 applicants,Data Analyst - Nationwide,"What Data Analytics brings to Cardinal HealthThe Data and Analytics Function oversees the analytics lifecycle in order to identify, analyze and present relevant insights that drive business decisions and anticipate opportunities to achieve a competitive advantage. This function manages analytic data platforms, the access, design and implementation of reporting/business intelligence solutions, and the application of advanced quantitative modeling.Data Analytics applies business process knowledge and data analytics to develop, recommend and communicate timely, accurate, relevant, and actionable insights to support business decisions and objectives. ResponsibilitiesTranslate internal briefs into analytical data requirements (to include refining the initial brief and asking the ‘right questions’, working through potential hypotheses and storyboarding the output)Support and train business on self-service data consumption layerNavigate systems, access data, reconcile numbers from different sources, identify discrepancies and understand drivers of change within dataDevelop, test, maintain, and manage advanced reporting, analytics, dashboards, and other Business Intelligence solutionsTesting user stories partnering with data engineers and business analystsReconcile numbers from different sources, identify discrepancies and understand and present the drivers of change within dataMap out all the different information and data stored, and how these sources of data will fit together and flow into one anotherFind data insights and provide recommendation to the businessValidate reporting and data accuracy and drive analytical user acceptance testing (UAT)Write advanced and highly efficient SQL queries that contribute to our business semantic architectureUtilize SQL/Python or other relevant statistical tools for data profiling and data validationQualificationsBachelor’s Degree in related field, or equivalent work experience, preferred2+ years of corporate experience building and testing advanced dashboards with data visualization tools such as Tableau preferred3+ years of experience writing complex SQL queries for data analysis and data validation preferredStatistical modeling knowledge or any machine learning technique knowledge is preferred (regression, logistic regression, random forest, etc.)Ability to multi-task, prioritize, and coordinate resourcesExcellent communicator with superior written, verbal, presentation, and interpersonal communication skills preferredAbility to build simple but clever and elegant data insights to new problems within significant resources, operational and time constraints through deep understanding of the business, creative problem solving, and a wide range of expertise in data analytics is preferredWhat is expected of you and others at this levelApplies comprehensive knowledge and a thorough understanding of concepts, principles, and technical capabilities to perform varied tasks and projectsMay contribute to the development of policies and proceduresWorks on complex projects of large scopeDevelops technical solutions to a wide range of difficult problems. Solutions are innovative and consistent with organization objectivesCompletes work independently receives general guidance on new projectsWork reviewed for purpose of meeting objectivesMay act as a mentor to less experienced colleaguesAnticipated salary range: $78,500 - $112,100Bonus eligible: NoBenefits: Cardinal Health offers a wide variety of benefits and programs to support health and well-being.Medical, dental and vision coveragePaid time off planHealth savings account (HSA)401k savings planAccess to wages before pay day with myFlexPayFlexible spending accounts (FSAs)Short- and long-term disability coverageWork-Life resourcesPaid parental leaveHealthy lifestyle programsApplication window anticipated to close: 4/13/2024 *if interested in opportunity, please submit application as soon as possible.Candidates who are back-to-work, people with disabilities, without a college degree, and Veterans are encouraged to apply.Cardinal Health supports an inclusive workplace that values diversity of thought, experience and background. We celebrate the power of our differences to create better solutions for our customers by ensuring employees can be their authentic selves each day. Cardinal Health is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, ancestry, age, physical or mental disability, sex, sexual orientation, gender identity/expression, pregnancy, veteran status, marital status, creed, status with regard to public assistance, genetic status or any other status protected by federal, state or local law.



        
            Show more
          

          



        
            Show less",Entry level,Full-time,Information Technology,"Medical Equipment Manufacturing, Transportation, Logistics, Supply Chain and Storage, and Hospitals and Health Care"
DataAnnotation,"Brooklyn, NY",22 hours ago,31 applicants,Data Analyst,"DataAnnotation is committed to creating quality AI. Join our team to help train AI chatbots while gaining the flexibility of remote work and choosing your own schedule. We are looking for a proficient Data Analyst to join our team to train our AI chatbots. You will work with the chatbots that we are building in order to measure their progress, as well as write and evaluate code.In this role you will need to be proficient in at least one programming language (Python, JavaScript, HTML, C++, C# and SQL) and able to solve coding problems (think LeetCode, HackerRank, etc). For each coding problem, you must be able to explain how your solution solves the problem.Benefits:This is a full-time or part-time REMOTE positionYou’ll be able to choose which projects you want to work onYou can work on your own scheduleProjects are paid hourly, starting at $40+ USD per hour, with bonuses for high-quality and high-volume workResponsibilities:Come up with diverse problems and solutions for a coding chatbotWrite high-quality answers and code snippetsEvaluate code quality produced by AI models for correctness and performanceQualifications:Fluency in English (native or bilingual)Proficient in at least one programming language (Python, JavaScript, HTML, C++, C# and SQL)Excellent writing and grammar skillsA bachelor's degree (completed or in progress)Note: Data Annotation payment is made via PayPal. We will never ask for any money from you. PayPal will handle any currency conversions from USD.



        
            Show more
          

          



        
            Show less",Not Applicable,Contract,"Engineering, Research, and Analyst","Software Development, Computer and Network Security, and Engineering Services"
Rockefeller Capital Management,"Hamilton, NJ",3 days ago,68 applicants,Data Analyst,"About Rockefeller Capital ManagementRockefeller Capital Management is a leading independent financial advisory firm – providing wealth management, asset management, and strategic advisory services to ultra- and high-net-worth individuals, families, businesses, and institutions. Led by President & CEO Gregory J. Fleming, the firm offers an elevated experience based on traditional Rockefeller global family office values of excellence and service.Formed in 2018 following the acquisition of Rockefeller & Co., Inc., the firm is rapidly extending its historic brand into contemporary markets. Based in New York City, it has over forty offices in the United States and London and oversees some $112 billion in client assets. Position The Data Analyst is a data management professional responsible for implementing data governance and data management policies, processes, and procedures to establish enterprise data management framework, data controls and improve end-to-end data quality to foster a data centric culture across business, operations, and technology.The role is expected to be knowledgeable about data governance and data management leading practices, and adept at understanding data architecture with internal and hosted services. Continual assessment and validation of data controls is required to ensure data flows align with policies, procedures, and data risk oversight. Analysts support senior management to help maintain a data ecosystem which is optimally governed and managed.The Data Analyst will have interactions with broader business and operations colleagues and will be expected to influence and educate data providers and data consumers in implementing strong data controls. The Data Analyst will also have responsibility in implementing data standards, identifying data owners (business and technology) and in ensuring the data lineage is documented and kept up to date.ResponsibilitiesSupport enterprise data governance, data management and data quality implementation and end to end processes.Coordinate and lead the implementation of data governance and data management policies and procedures including related data quality and data controls deliverables.Apply data profiling techniques to analyze Critical Data Elements (CDEs) data to proactively identify data quality issues.Perform root-cause-analysis to identify tactical and strategic solutions to data quality issues.Resolve issues / implement mitigating controls within and between the stakeholders.Support resolution of data quality issues and governance matters.Escalate issues to the Head of Data Governance, as appropriate, with recommendations and/or solutions.Support resolution of data quality issues and governance matters.Define, develop, enhance, and implement the strategy for data quality and data lineage associated with business data flows from front-to-back.Identify and facilitate the involvement of key stakeholders to direct, coordinate and integrate activities.Develop procedures and methodologies for the generation, processing, automation, certification of information and data.Support and coordinate the data governance policy for ownership, access, information quality certification, and use of data.Ensure continuity and operational efficiency of data management through reengineering and continuous improvement of procedures, processes, IT infrastructure and controls.QualificationsBachelor's degree preferred in information technology, computer science, engineering, or related technical field.5-10 years of data management practitioner experience.2+ years of related data governance and data management implementation with data controls and preferably some experience with data lineage discovery and documentation solutions.SkillsThis position is highly complex requiring a results-oriented individual who has a high degree of understanding of wealth management business, knowledge of financial and regulatory reporting, balanced by an intrinsic understanding of the business lines. Must be able to engender trust and confidence across the company based upon an ability to support the delivery of tools or methodologies on target, on time, and on budget. These tools must provide high quality data for strategic and business decision making.Strong analytical and problem-solving skills in the context of data management of a wealth manager with a product mix of securities, loans, and other financial products.Excellent people skills are required to influence internal and external stakeholders and to deliver results under tight deadlines and multiple priorities.Strong written and verbal communications skills are essential to effectively drive change across a culturally diverse workforce. Excellent English written and verbal communication skills are also necessary.Functional competenciesThorough understanding of data governance and data management principles, policies, and proceduresSound understanding of business applications, workflows, policies, and procedures.Must have extremely strong interpersonal skills – collaboration across multiple business, operations and technology functions, relationship building and consensus building.Effective listener and communicator, verbally and in writing.Sound organizational abilities with the capacity to be innovative and think creatively.Strong analytical skills with the ability to react quickly under demanding operating conditions.Experience with one or more scripting languages (e.g., SQL, Python, PowerShell).Experience with Azure Databricks and MS Power BI.Certification RequirementsOne or more of Certified Data Management Professional (CDMP), Data Governance and Stewardship Professional (DGSP), Certified Information Management Professional (CIMP), Information Governance Professional (IGP) is preferable, but not required. Disclosure Rockefeller & Co. LLC, Rockefeller Financial LLC, Rockefeller Trust Company, N.A., The Rockefeller Trust Company (Delaware), Rockefeller Financial Services, Inc. and all other subsidiaries of Rockefeller Capital Management L.P. (individually and collectively, “Rockefeller”) is an equal opportunity employer and does not discriminate on the basis of race, religion, sex, gender, sexual orientation, gender identity or expression, national origin, citizenship, age, military or veteran status, marital or partnership status, caregiver status, legally recognized disability, or any other basis protected by applicable federal, state or local law (“protected characteristics”).Rockefeller Capital Management participates in the E-Verify program in certain locations, as required by law.
        


        
            Show more
          

          



        
            Show less",Not Applicable,Full-time,Information Technology,Financial Services
"iSpace, Inc.","Los Angeles, CA",3 days ago,,Data Analyst - KPI Frameworks,"Data Analyst - KPI FrameworksLocation: Los Angeles, CA >>> HYBRID work schedule onsite in Los Angeles 2 days/weekDuration: 6 months contract As a Data Analyst specializing in KPI frameworks, you will leverage your experience to design, build and implement comprehensive KPI structures across the organization. You will collaborate with cross-functional teams to join various datasets, across various schemas in order to develop KPI frameworks that optimize business objectives.  You will achieve this by applying statistical methods and utilizing a range of analytical tools to identify which KPIs should be used for optimization.  Your role will require a deep understanding of linear/digital platforms and content strategies to produce simple, actionable KPIs that lead to recommendations for technical and non-technical stakeholders. Key Responsibilities:Design, implement, and enhance KPI frameworks aligned with business objectives across each business unit.Collaborate with functional leaders to understand their business objectives and define key performance indicators that drive strategic decision-making.Extract data from the database via SQL or various BI tools to use for statistical analysis and framework developmentConduct the application of advanced statistical methods to identify the most optimal KPIs for each business unitUtilize forecasting techniques to produce multi-scenario outcomes for each newly built KPI framework.Help develop robust data models supporting the measurement and tracking of each KPI framework with the goal to create visually compelling dashboards and reports that effectively communicate KPI performance.Create presentations with the ability to communicate insights to both technical and non-technical audiences. Required Skill Sets:At least 5 years of experience working in data and analytics.Prior experience building KPI Frameworks with a successful track recordProficiency in SQL, Python, Tableau, Looker and ExcelDeep understanding of linear / digital platforms and content strategies.High critical thinking capacity to connect the dots between various datasets.Deep understanding of statistical methods and regression techniques (Basic measurements (mean, median, mode), Regressions (linear, logarithmic), proper sampling requirements, understanding p-values, and utilizing models like OLS, MLE etc.Prior experience within the Entertainment space via a studio or agencyExcellent communication and collaboration skills.



        
            Show more
          

          



        
            Show less",Mid-Senior level,Contract,"Analyst, Consulting, and Information Technology","Spectator Sports, Technology, Information and Media, and Entertainment Providers"
DataAnnotation,Greater Minneapolis-St. Paul Area,22 hours ago,35 applicants,Data Analyst,"DataAnnotation is committed to creating quality AI. Join our team to help train AI chatbots while gaining the flexibility of remote work and choosing your own schedule. We are looking for a proficient Data Analyst to join our team to train our AI chatbots. You will work with the chatbots that we are building in order to measure their progress, as well as write and evaluate code.In this role you will need to be proficient in at least one programming language (Python, JavaScript, HTML, C++, C# and SQL) and able to solve coding problems (think LeetCode, HackerRank, etc). For each coding problem, you must be able to explain how your solution solves the problem.Benefits:This is a full-time or part-time REMOTE positionYou’ll be able to choose which projects you want to work onYou can work on your own scheduleProjects are paid hourly, starting at $40+ USD per hour, with bonuses for high-quality and high-volume workResponsibilities:Come up with diverse problems and solutions for a coding chatbotWrite high-quality answers and code snippetsEvaluate code quality produced by AI models for correctness and performanceQualifications:Fluency in English (native or bilingual)Proficient in at least one programming language (Python, JavaScript, HTML, C++, C# and SQL)Excellent writing and grammar skillsA bachelor's degree (completed or in progress)Note: Data Annotation payment is made via PayPal. We will never ask for any money from you. PayPal will handle any currency conversions from USD.



        
            Show more
          

          



        
            Show less",Not Applicable,Contract,"Engineering, Research, and Analyst","Software Development, Computer and Network Security, and Engineering Services"
,,,,,,,,,
