company,location,posted_time_ago,applicant_number,job_title,job_description,level,employment_type,job_function,industries
Houseful,"London, England, United Kingdom",3 days ago,86 applicants,Associate Data Analyst,"London based hybrid role, with at least 2 days working in the London officeAt Houseful, we’re here to help everyone make intelligent decisions about their home.Do the best work of your life!Houseful is home to trusted brands Zoopla, Alto, Hometrack, Calcasa, Mojo and Prime location. Together we’re creating the connections that power better property decisions, by unlocking the combined strength of software, data and insight.We make moves with head and heart to achieve our big ambitions, and to drive progress in the property market. There’s never been a better time to join us.HometrackHometrack is redefining the mortgage journey for lenders, brokers and consumers by delivering the market leading valuation and property data service to financial services, property and technology industries. Our key commercial and go to market segment is in financial services, primarily mortgage lenders including 9 of the top 10 mortgage providers.Position OverviewJoin the Hometrack Analytics team as an junior Data Analyst, where you'll assist in detailed analyses of property and mortgage data to provide essential insights and support to our team, the broader business and clients, including leading UK lenders. We're seeking a self-motivated individual with a numerical background, analytical curiosity and structured approach to task management to deliver value to our clients and contribute to innovation and growth in our products. As part of our collaborative team, you'll have the opportunity to grow your technical skills, build domain knowledge in financial services and work on product development.Key ResponsibilitiesProvide data analysis and insight generation for our customers and product teamsRun and process valuations of property portfolios using Hometrack's AVM engine and assist with the analysis and risk modelling of its applicationCompile high-quality reports, typically in a written format or slideware, of a quantitative nature, for mortgage lenders, housing associations and other Hometrack customers and partnersContribute to the development, assessment, and ongoing monitoring of the statistical performance of the Hometrack AVM and other models and servicesBuild and maintain business intelligence tools (e.g., visualisation reports) to support the commercial and product teamsProvide clear and accurate answers to client queries that require analytical input and/or supportProvide support to the rest of the analytics team and wider organisationQualificationsBachelors or Master’s degree related to Statistics, Mathematics, Computer Science, Economics etc.Excellent analytical skills with the ability to collect, organise, analyse, and disseminate large sets of information with attention to detail and accuracyStrong logical problem-solving skillsExcellent written and verbal communication skillsHighly competent in using ExcelFamiliarity with computer coding languages such as SQL and/or Python is desiredFamiliarity with using data visualisation tools is desiredThere’s always room to grow and learn with our roles so please don’t be put off if you don’t have all of these skills and experiences. It’s more important that you’re passionate about our mission to improve the home moving and owning experience for everyone.What we think it takes to Excel as a Associate Data AnalystYou are passionate about analytics and have a keen interest in the UK property market and/or financial services. You take pride in what you do and enjoy taking full ownership and responsibility of your work.You enjoy face to face interactions and want to engage directly with clients and colleagues to present your own or the wider team’s analytical work.You are a creative problem solver, team player, keenly attentive to detail and customer and outcome focussed.You want to learn, be challenged, and challenge your teammates, having in mind the team’s and business’s objectives.You want to proactively share your skills, knowledge, and energy to achieve shared ambitions.Key AttributesAbility to learn quickly, adjust to changes and think outside the boxExcellent time management and organisational skillsAbility to easily build relationships with both colleagues and clientsConfidence presenting data analysis to technical and non-technical audiencesConfidence interacting with clients and responding to their requirements/needsNaturally curious to find better and simpler ways to tackle different tasksWe want to make Houseful more welcoming, fair and representative every day. We’ll consider everyone who applies for this role in the same way, regardless of your ethnicity, colour, national origin, religion, sexual orientation, gender, gender identity, age, physical disability, neurodiversity status, family or parental status, or how long you’ve spent unemployed. We’re reimagining the property industry for everyone, so we want our team to represent people from all walks of life. We actively welcome your application if your demographics or background are underrepresented in the technology or property sectorsBenefitsEveryday Flex - greater flexibility over where and when you work25 days annual leave + extra days for years of serviceDay off for volunteering & Digital detox dayFestive Closure - business closed for period between Christmas and New YearCycle to work and electric car schemesFree Calm App membershipEnhanced Parental leaveFertility Treatment Financial SupportGroup Income Protection and private medical insuranceGym on-site in London – or membership in regional offices7.5% pension contribution by the companyDiscretionary annual bonus up to 10% of base salaryTalent referral bonus up to £5K



        
            Show more
          

          



        
            Show less",Mid-Senior level,Full-time,Information Technology,Software Development
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Mondrian Alpha,"London, England, United Kingdom",4 days ago,,Quant/Data Analyst – Global Macro Hedge Fund – London,"My client, a leading boutique hedge fund, is seeking an elite Data Analyst to join their team in Central London. The successful individual will analyse and curate trade, process, and emotional data to identify fund managers’ decision-making biases leading to sub-optimal trades.You should have 1-3 years of experience in data analysis or a data related role within financial services. Alongside this, you should be have very strong knowledge in Python, Excel, python toolkits e.g Pandas, NumPy alongside be comfortable working with version control systems (Git).My client offers market leading benefits including a state of the art office including a gym and wonderful rooftop.Apply now following the link below or send your resume directly to harvey.gilbert@mondrian-alpha.com.



        
            Show more
          

          



        
            Show less",Mid-Senior level,Full-time,Finance and Legal,"Venture Capital and Private Equity Principals, Financial Services, and Investment Management"
Synapri,"London, England, United Kingdom",3 days ago,188 applicants,ESG Data Analyst,"ESG Data Analyst required for a Data business specialising in the Energy Sector delivering Data Centric solutions for some of the most energy-intensive businesses globally.Responsibilities:Data Gathering and Analysis: Collect, analyse, and document both structured and unstructured data, collaborating closely with stakeholders to define project requirements.ESG Dataset Onboarding: Onboard and analyse ESG datasets for research, analysis, and reporting purposes.Data Manipulation and Analysis: Utilize SQL, Python, and other relevant tools to manipulate and analyse structured and unstructured data effectively.Technical Specification Development: Apply advanced analytical skills to provide technical specifications for data engineers, including the extraction and analysis of unstructured data.Regulatory Framework Understanding: Develop a comprehensive understanding of ESG regulatory frameworks to ensure compliance and accuracy in data analysis.Collaborative Project Delivery: Work closely with cross-functional teams to ensure successful project delivery using Agile methodologies, fostering a collaborative and efficient work environment. Experience Required:Minimum 3 Years' Experience: Demonstrated experience working as a Data Analyst or Data Business Analyst for at least three years.ESG or Carbon Accounting: Proven experience in ESG or carbon accounting, with an understanding of sustainability metrics and reporting.SQL and Python Proficiency: Proficiency in SQL and Python for data manipulation and analysis.Analytical and Problem-Solving Skills: Possess strong analytical and problem-solving skills to interpret complex data sets and derive actionable insights.Communication and Stakeholder Engagement: Excellent communication and stakeholder engagement abilities to effectively convey insights and collaborate with diverse teams.Passion for Sustainability: A genuine passion for sustainability and environmental issues, driving a commitment to making a positive impact through data-driven solutions.



        
            Show more
          

          



        
            Show less",Mid-Senior level,Full-time,Information Technology,"Information Services and Technology, Information and Media"
,,,,,,,,,
Malaberg,"London, England, United Kingdom",2 days ago,,Data Analyst,"We're hiring the very best data analysts to join our agile in-house team. You will be working on the fastest growing direct to consumer (e-commerce) brands and will have access to unlimited performance bonus.What You'll Be DoingLaunch and optimize social and search advertising campaignsImprove Conversion Rate across multiple funnels - multivariant and A/B testingDesign new funnels and analyse granular data using proprietary data warehouseManage unlimited budget while staying profitable. Compensation is directly correlated to your personal campaign performance and paid monthlyOptional managerial roles availableWhat You'll NeedResults-driven and numbers-oriented personalityHigh attention to detailFlexibility and adaptabilityCommitment to innovationsA little about us We're passionate about building life changing consumer products and delivering them with astonishing service. We are also one of the UK's fastest growing direct to consumer companies.The BenefitsSalary above marketAll the latest tech you needPension plan



        
            Show more
          

          



        
            Show less","Employment type
        

          Full-time",,,
,,,,,,,,,
,,,,,,,,,
Personio,"London, England, United Kingdom",2 days ago,74 applicants,Associate Data Analyst (d/f/m),"The Role: How you'll make an impact at PersonioThis position can be office-based or fully remote from one of the following countries: Germany, Spain, Ireland, the Netherlands, or the UK. Bring your skills. Drive our decisions. Data is on a mission to facilitate better decisions within the company. We build core data products and enable internal teams to create and share their own. Join our team and help us build the foundation of data at Personio.As an Associate Data Analyst at our dynamic company, you'll embark on a journey of mastering data analysis across various business functions. Your role is crucial in providing foundational support and insights to different departments, whether it be Marketing, Sales, or beyond. You will grow in your ability to communicate key data findings and contribute to strategic decisions, thereby playing a vital role in our company's data-driven culture.Role Responsibilities: What you'll doBusiness Reviews and Insight Generation: Aid in data preparation for business reviews, learning to discern valuable insights for different departments. For example, contributing to data compilation for quarterly sales reviews, identifying key performance metrics.Dashboard and Reporting Evolution: Assist in creating user-friendly & department-specific dashboards and reports. Strategic Business Partnership: Build a foundational understanding of business functions and stakeholder roles, and start providing basic data insights. Goal Setting and Tracking: Support tracking and reporting key business KPIs and OKRs. For example, assisting in compiling data for monthly performance reports across various departments.Proactive Team Embedding: Engage in team meetings, understanding team dynamics and basic data needs. Stakeholder Management: Start building relationships with internal stakeholders and learn effective communication of data findings through updating stakeholders on project progress and helping to prepare team presentations.Role Requirements: What you need to succeedExperience: Around 2 years of experience in data analytics, preferably in a similar environment, with exposure to diverse data sets and analytical challenges.Tableau Basic: Foundational skills in using Tableau for creating simple data visualizations.SQL: Basic knowledge in SQL for data querying. Analytical Mindset: Developing critical thinking and understanding the rationale behind data requests.Statistical Knowledge: Building foundational understanding of basic statistical concepts and methods.Communication Skills: Learning to articulate data findings clearly and concisely.Why PersonioPersonio is an equal opportunities employer, committed to building an integrative culture where everyone feels welcomed and supported. We embrace uniqueness and understand that our diverse, values-driven culture makes us stronger. We are proud to have an inclusive workplace environment that will foster your development no matter your gender, civil status, family status, sexual orientation, religion, age, disability, education level, or race.BenefitsAside from our people, culture, and mission, check out some of the other benefits that make Personio a great place to work:Receive a competitive reward package – reevaluated each year – that includes salary, benefits, and pre-IPO equityEnjoy 28 days of paid vacation, plus an additional day after 2 and 4 years (because we love what we do, but we also love vacation!)Make an impact on the environment and society with 2 (fully paid) Impact Days – one for an individual project of your choice and one for a company-wide initiativeReceive generous family leave, child support, mental health support, and sabbatical opportunities with PersonioCaresFind your best way to work with our office-led, remote-friendly PersonioFlex! Most teams offer a roughly 50% remote, 50% in-office working frameworkInvest in your development with an annual personal development budget to use on professional memberships, external certifications, conferences, and moreConnect with your fellow Personios at regular company and team events like All Company Culture Week and local year-end celebrationsEngage in a high-impact working environment with flat hierarchies and short decision-making processesApply for this jobAbout UsBring your best. Make your mark. We’re using technology to revolutionize the way HR operates so that we can transform the way millions of people experience work every day. We move fast, challenge the status quo, and support our people as they shape their careers.With over 10,000 customers and a team of 2,000 in eight offices around the world, now is the perfect time to join! We believe in hiring driven people who want to make an impact. So bring your best, and let’s build the future of HR technology together.Discover our Personio Principles, that guide our mindset, behaviours, and the ways we work together:Exceed Customer Expectations: We anticipate, prioritize, and solve for the needs of our customers.Deliver Exceptional Results: We dream big and move with urgency to make great things happen.Elevate One Another: We work together as trusted partners to amplify our collective impact.Care to Challenge: We care personally and challenge directly to unlock our full potential.Ignite Positive Momentum: We embrace the challenge with a positive mindset and celebrate our wins together.Apply for this job
        


        
            Show more
          

          



        
            Show less",Mid-Senior level,Full-time,Information Technology,Software Development
,,,,,,,,,
,,,,,,,,,
The Children's Society,"London, England, United Kingdom",2 days ago,50 applicants,Data Analyst,"Fixed term 12 month contract (maternity cover)35 hours per week£29,793.18 per annum (London) / £26,855.58 per annum (National)Location: Whitecross Studios, London. Remote working available.The Children’s Society has been helping children and young people in this country for over 140 years. We run local services that support children when they are at their most vulnerable and in desperate need of help. We’re there for children, every step of the way.We are seeking an experienced and professional Data Analyst to join our friendly and ambitious CRM and Data Team. This role will work alongside another Data Analyst and reports to our Senior Data Analyst.In order to be successful in this role, you must have:Experience of working with relational databases (ideally MS Dynamics CRM or similar). Demonstrable experience of working with data selection and analysis software (eg FastStats) to deliver marketing selections. Outstanding interpersonal and communication skills, with the ability to deliver first-rate customer support. Excellent data validation and manipulation experience using SQL tools, FastStats, Excel etc. Experience of importing data from both external data platforms and internal stakeholders into a CRM system. Every day we’re changing the lives of children in this country for the better – and with your help, tomorrow we can be there for even more.The Children’s Society is committed to safeguarding and protecting the children and young people that we work with. As such, all posts are subject to a safer recruitment process, including the disclosure of criminal records and vetting checks. We ensure that we have a range of policies and procedures in place which promote safeguarding and safer working practices across our services.The closing date for applications is 23:59 on Thursday 21st March 2024. If, after 14 days, we have received enough applications we reserve the right to close the vacancy on Thursday 7th March.Interviews will be held on a date to be confirmed.
        


        
            Show more
          

          



        
            Show less",Entry level,Full-time,Information Technology,Non-profit Organizations
,,,,,,,,,
,,,,,,,,,
Lorien,"London, England, United Kingdom",4 days ago,,Data Analyst,"ata Analyst- Insurance We are currently hiring for a Data Analyst with IAM Experience to join one of our Insurance clients on a 6-month contract.Inside IR35Remote- Occasional travel to London officeExperience:Experience working within cloud storage environments – NetApp CVO Strong excel skillsAbility to manage ambiguityKnowledge of Varonis as a tool – desirableExperience in IAM and JML(NTFS folder permissions and Active Directory)Experience working in an analytic capacity evaluating and interpreting information.Insurance/ Financial sector experience.If this role is of interest to you or you would like to learn more, please apply now!



        
            Show more
          

          



        
            Show less",Associate,Contract,Analyst and Business Development,Insurance and Financial Services
Nuffield Health,"Epsom, England, United Kingdom",2 days ago,125 applicants,Data Analyst,"Hybrid Working - London (Barbican) | Data | Permanent | Full-TimeCompetitive salary, depending on experience37.5 Hours per weekNuffield Health is the charity that’s building a healthier nation, one day at a time. From award-winning hospitals and leisure facilities to flagship community programmes – we’ll do whatever it takes to look after the UK’s wellbeing. It starts with passion and commitment to quality. It starts with you.As an evidence-first organisation, Nuffield Health is committed to making objective decisions using data to improve health outcomes and drive organisation efficiency.As a Data Analyst you’ll build dashboards and data visuals, as well as supporting front-line teams to make data-driven decisions. You’ll be able to present information clearly and concisely in a variety of different work-based settings. You’ll be able to work with the charity’s software packages including (but not limited to) Tableau and Snowflake to create reporting that can be used within the charity, as well as fulfilling analytical requests.As our Data Analyst, you will:Analyse complex datasets to extract valuable insights and trends.Develop and maintain reports and dashboards to monitor key performance metrics.Collaborate cross-functionally with teams to identify opportunities for process optimisation and data-driven decision-making.Utilise analysis methods and data visualisation techniques to present findings in a clear and compelling manner.Stay up-to-date with industry trends and best practices in data analysis.To succeed as a Data Analyst you will have:Strong analytical and problem-solving skills with keen attention to detail.Use of data extraction/cleansing and reporting tools: Tableau, and Snowflake.Advanced Excel skills.Excellent communication and collaboration abilities.Presentation skills.Helping you feel good.We want you to love coming to work, feeling healthy, happy and valued. That’s why we’ve developed a benefits package with you in mind. From free private healthcare to gym membership, a cycle to work scheme and more. At Nuffield Health, we take care of what’s important to you.Join Nuffield Health and create the future you want, today. If you like what you see, why not start your application now? We consider applications as we receive them and reserve the right to close adverts early (for example, where we have received an unprecedented high volume of applications). So, it’s a good idea to apply right away to ensure you’re considered for this role.It starts with you.



        
            Show more
          

          



        
            Show less",Entry level,Full-time,Information Technology,Wellness and Fitness Services
,,,,,,,,,
