scrape_date,company,location,posted_time_ago,applicant_number,job_title,job_description,level,employment_type,job_function,industries
2024-02-26 01:53,Udviklings- og Forenklingsstyrelsen,"Copenhagen, Capital Region, Denmark",5 days ago,,Data Engineers til databehandling i et spændende udviklingsmiljø,"I kontoret Gældssystemer Data har vi ansvaret for at designe og opbygge et solidt fundament af data på inddrivelsesområdet. De store mængder data bliver brugt til regnskabsafstemninger, rapportering på nøgletal, produktionsstyring, forretningsudvikling og analyser på gældsområdet. Vi søger derfor dygtige kollegaer til at bistå med opgaver indenfor databehandling, datavarehusudvikling og visualisering. ”I vores kontor brænder vi for at opbygge datavarehuse af høj kvalitet. Vi skaber løsninger, der giver værdi for vores brugere og understøtter gældsinddrivelsen”, siger kontorchef Janus Agerbo og fortsætter: ”Hos os er du med til at løfte en vigtig samfundsmæssig opgave og dygtiggøre dig samtidigt.”Hvad enten du har gjort dig erfaringer med data engineering og er på kig efter nye udfordringer, eller du er ny på arbejdsmarkedet med lyst til at specialisere dig i data engineering, så kan vi bruge dig.Databehandling, datavarehus og visualiseringDu kan se frem til at blive en del af de nuværende datateams/udviklingsteams i Gældssystemer Data. Vi arbejder efter agile principper og har et tæt samarbejde med vores kunde i Gældsstyrelsen.Som en del af teamet vil dine opgaver blandt andet være at:bidrage til datavarehusmodellering samt tekniske og forretningsmæssige afklaringerhåndtere og modellere komplekse datastrukturer og store datamængder med høj opdateringsfrekvenstransformere data til fx udstilling i datamarter til analytikere internt og eksterntudvikle nøgletalsrapportering i PowerBIdrifte datavarehuset, datamarter og rapporteringer.Samarbejde og lyst til at arbejde med dataVi forestiller os, at du har en relevant uddannelsesbaggrund. Du kan fx have taget en naturvidenskabelig eller it-faglig uddannelse, og du kan både være nyuddannet eller have flere års relevant erfaring. Det vigtigste er dog, at du har interesse for at arbejde med data, og at du tænker analytisk og struktureret.For at trives og få succes i rollen kræver det, at du:evner at analysere og strukturere komplekse data- og forretningsmæssige problemstillingerhar en procesorienteret tankegang, så du kan tænke hele processen fra kritisk databehandling til levering af data til analytikere på gældsområdet eller styring af sagsbehandlinger god til at formidle komplekst stof til interessenter, som ikke har samme datamæssige baggrund som dig har en positiv tilgang til arbejdsopgaver og nye udfordringerer grundig, ansvarsfuld og kan arbejde selvstændigt og effektivttrives i et travlt og dynamisk miljø, hvor samarbejde og en uformel omgangstone vægtes højt. Det er en fordel, men ingen betingelse, hvis du har arbejdet med programmer som SQL og Informatica. Som udgangspunkt har du en grundlæggende forståelse for programmeringssprog. Det vigtigste er dog, at du har lyst til at lære det.Det er et plus, hvis du har erfaring med eksempelvis finansielle data, datadrevet forvaltning eller lignende.Alsidige og udfordrende arbejdsopgaver i et fagligt og uhøjtideligt fællesskab Du kan se frem til en fagligt udfordrende stilling på en spændende og samfundsvigtig arbejdsplads, hvor vi tilbyder alsidige og udfordrende arbejdsopgaver i et uhøjtideligt fællesskab.Vi har et kontor, som består af forskellige fagligheder, men hvor vi i fællesskab får løst opgaverne. Vi vægter godt kollegaskab og samarbejde højt.Du vil gennemgå et grundigt introduktions- og oplæringsforløb for hurtigt at kunne arbejde med opgaverne. Vi benytter SQL til håndtering af data og Informatica til modellering af datavarehuset.Kontakt og ansættelsesvilkårSend din ansøgning CV og eksamenspapirer senest den 5. marts 2024 via linket ”Søg stillingen”. Vi afholder løbende samtaler, så send din ansøgning allerede i dag.Spørgsmål til stillingen besvares gerne af kontorchef Janus Boesen Agerbo på telefon 72 38 87 21 frem til fristens udløb.Der kan indgå en case og/eller person- og logikanalyse i rekrutteringsprocessen, og der vil forud for ansættelse blive indhentet straffeattest og referencer.Tiltrædelse ønskes 1. maj 2024 eller efter aftale.Du bliver ansat på overenskomstvilkår i henhold til enhver tid gældende overenskomst for akademikere i staten (AC), overenskomst for kontorfunktionærer, laboranter og It-medarbejdere (HK) eller overenskomst for Fuldmægtige m.fl. (DTS) i Skatteministeriet. Du bliver ansat i Skatteministeriet med tilhørende institutioner.Dit arbejdssted er Udviklings- og Forenklingsstyrelsens lokation på Osvald Helmuths Vej 4, 2000 Frederiksberg, tæt ved Flintholm station.Om Udviklings- og Forenklingsstyrelsen ’Vi sikrer velfungerende it-løsninger, så den samlede Skatteforvaltning kan løse sin opgave’Udviklings- og Forenklingsstyrelsen er en tværfaglig styrelse og har til opgave at udvikle, drifte og vedligeholde nye og eksisterende it-systemer i Skatteforvaltningen, så de er stabile, sikre og omkostningseffektive. Vores medarbejdere er fagligt kompetente og specialiserede og samtidig i stand til at arbejde tæt sammen med andre fagligheder på tværs af Skatteministeriet. Kun gennem et stærkt fagligt fællesskab på tværs af fagområderne kan vi lykkes med den omfangsrige og komplekse opgave, vi har.Vi søger løbende nye kolleger, som deler vores ambition om at sikre fundamentet for finansieringen af den offentlige sektor.Læs mere om Udviklings- og Forenklingsstyrelsen på  www.ufst.dk. Udviklings- og Forenklingsstyrelsen opfordrer alle kvalificerede uanset alder, køn, seksuel orientering, religion eller etnisk tilhørsforhold til at søge stillingen.Ansøgningsfrist05-03-2024
        


        
            Show more
          

          



        
            Show less",Entry level,Full-time,Information Technology,Government Administration
,,,,,,,,,,
,,,,,,,,,,
2024-02-26 01:53,Performativ - Wealth Management Software ,"Copenhagen, Capital Region, Denmark",3 days ago,53 applicants,Junior Data Analyst,"Join a team of fintech heroes! 🚀Performativ is making waves in the wealth management ecosystem and is changing the way investment advisors and financial institutions do business around the world. Working at Performativ means working at a fast-paced tech scaleup with intelligent people who are passionate about their work. We are on a scaling journey beyond all metrics and expectations - and can't wait to have you join us in making a real impact.We are funded by some of the leading VC investors in the world and have strong support to become a European market leader in a record amount of time.You can read more about our product at performativ.com.We value your passion 🔥At Performativ, we are builders first. We are passionate with ambitious goals and value the time and effort people put into their work. You will be part of the family from day one, and responsible for making your mark and driving forward your vision. Autonomous work is embedded in our culture and we are committed to ensuring you have all the tools and support you need while acknowledging the importance of flexibility.As our new Junior Analyst in Operations you will 📈Design reporting workflows for our customersAssist our clients and Onboarding Managers in designing and creating custom reports for asset managers, wealth managers and banks.Assist in the development of new metrics being onboarded to our system (including mock code generation)Oversee automated data deliveries through our network of banks:Oversee the ingestion of custodian and brokerage data into our systems. Including implementing data checking algorithms to heedlessly test if data quality is up to speed.Work with banks and custodians to alleviate any issues when data gaps arise. We have over 150 partners spanning from the Goldman Sachses to smaller Danish regional banks.Historic data migrationsHelp us move data from clients' old systems into ours using all sorts of cool tools.We anticipate that you have / are 🎯Professional Experience:Preferable some experience from either B2B SaaS, banking, or preferably wealth management.Bachelor or Master Student (with at least 1 year left of uni). Preferred programs we hire from (not exhaustive):---University of Copenhagen:------Bachelor: polit------Master: polit---Copenhagen Business School------Bachelor: IB, IBP, HA.almen, HA.it------Master: Advanced Economics Finance, Applied Economics Finance, cand.merc.mat, cand.merc.fir, cand.merc.FIN, cand.merc.FSMExperience with Excel a requirement. Bonus if you've worked with Python or PowerBI before.We can offer🌱 :Flat organizational structure to allow access to senior leadership and to optimize focus on what matters most.A supportive and collaborative team culture that values autonomy, innovation, and teamwork.The opportunity to have a real impact on the direction and growth of the company.Enjoy working flexibly out of our new, central and beautiful offices in Copenhagen, located next to Illum (Kronprinsensgade 2).Trust to take the reins on a Grade A product with an excellent team around it.The opportunity to be part of a dynamic journey, where every moment is a step towards the unfolding potential of a steadily evolving new reality.



        
            Show more
          

          



        
            Show less",Entry level,Part-time,Analyst,Financial Services and Software Development
2024-02-26 01:53,Tetra Pak,"Lund, Skåne County, Sweden",6 days ago,130 applicants,Data Analyst,"Job SummaryAre you an analytical person with knowledge of planning and logistics that like to work with fact driven analytics to drive improvements throughout our business? Then take a look at this position!As a part of the central Integrated Supply Chain team in Lund, you will be supportingour Planning & Logistics team to improve and evolve our business through case studies, analytics, report development as well as data visualization.This position is located in Lund, but you will work in a global arena. You will report to the Director Logistics & Supply Planning AM/PMWhat you will doManagers to support the agendas by improving productivity and data visibility for decision making.Participate in improvement projects and lead improvement activities.Support evolving our Planning & Logistics cockpit (KNIME / Power BI based).Prepare monthly and quarterly analytic reports on Supply Chain performance.Build and develop reports in Power BI.Data driven analysis on planning and logistic topics and presentations thereof.We believe you haveWe believe you have the following experiences and abilities:A bachelor’s degree or higher in e.g. Engineering or equivalent.Interest and experience in programming as well as mathematical / statistical modelling and data visualization.Experience in KNIME, Python and Power BI is seen as beneficial.Knowledge (theoretical and/or practical) in planning and / or logisticsA high proficiency in English, both written and spoken, is essential.As a person you are passionate about your work and take ownership of your activities and quality of what you deliver. You love to work closely in a team, learn from your team members and share your knowledge. You can work both independently and in groups. You are someone who loves to learn new things combined with a very strong analytical mindset. With a good mix of skills within the areas of logistics, planning and business acumen, you are comfortable building presentations and reports to communicate to a broader audience.We Offer YouA variety of exciting challenges with ample opportunities for development and training in a truly global landscapeA culture that pioneers a spirit of innovation where our industry experts drive visible resultsAn equal opportunity employment experience that values diversity and inclusionMarket competitive compensation and benefits with flexible working arrangements Apply NowIf you are inspired to be part of our promise to protect what’s good; for food, people, and the planet, apply through our careers page at https://jobs.tetrapak.com/. This job posting expires on 2024-03-03To know more about the position contact Oscar Mandersson at Oscar.mandersson@tetrapak.com.Questions about your application contact Susanne Stålring at +46 46 36 3919For trade union information contact Unionen Lisbeth Larsson at +46 46 36 2320 and/or Akademikerklubben Lars Haraldsson at +46 46 36 2533Susanne Stålring



        
            Show more
          

          



        
            Show less",Associate,Full-time,Supply Chain,"Packaging and Containers Manufacturing, Food and Beverage Services, and Machinery Manufacturing"
2024-02-26 01:53,B3 Skilled AB,"Malmö, Skåne County, Sweden",3 days ago,,Data Engineer till B3 Skilled i Malmö!,"Världen kan aldrig få för många superhjältar!Vi bygger ett starkt powerhouse av systemutvecklare i Skåne. Denna gång söker vi efter Data Engineer till Malmö. Vem vet, du är kanske vår nästa superhjälte?Gå in och läs mer på b3skilled.seVem vi söker:Du älskar data och problem­lösning. Analytisk, noggrann och nyfiken. Kontinuerligt lärande är din drivkraft. Teamspelare med förmågan att arbeta självständigt. Med andra ord- du är en superhjälte!Dina ansvarsområden inkluderar:Utveckla och underhålla backend-teknik och datalösningar med SQL och Python. Implementera avancerade datahanteringsmetoder. Hantera komplexa utmaningar, inklusive dataskyddsbestämmelser. Skalning av infrastruktur och optimering av dataprocesser. För att passa i rollen ser vi att du har följande erfarenhet:Relevant högskoleexamen alternativt arbetslivserfarenhet som arbetsgivaren tolkar som motsvarig. Minst 5 års erfarenhet av systemutvecklingGoda kunskaper i minst tre verktyg: SQL, Python, Cloud (ex GCP, Azure mm), Snowflake, Data Build Tool, Docker, Airflow och TerraformMeriterande: Certifierad i någon Cloud-plattformGoda kunskaper i tal & skrift i både Svenska och EngelskaUppnår du inte alla krav? Vi uppmuntrar dig att ändå skicka in din ansökan.Vad erbjuder vi?Medarbetarna är det värdefullaste vi har och varje beslut tas med det i åtanke. Med medarbetarna i fokus har vi skapat ett coolt, tryggt och stabilt företag med fantastiska kollegor, fina förmåner samt roliga uppdrag och kunder.Attraktiv lön (Vi arbetar med fast lön på B3 Skilled)Möjligheter att gå relevanta utbildningar och ta attraktiva certifikat. En fantastisk wellness- och medarbetarsatsning. Läs mer här Och det allra viktigaste, teamet. Vi har trygga ägare. Vi är det ""lilla"" bolaget i en stor koncern och har byggt upp en kultur som vi är otroligt stolta över. Tveka inte att skicka in din ansökan via knappen nedan. Vid frågor eller funderingar vänligen kontakta ansvarig rekryterare Lidia Hagos på lidia.hagos@b3.se eller konsultchef på B3 Skilled Daniella Meyerson på dm@b3skilled.se
        


        
            Show more
          

          



        
            Show less",Entry level,Full-time,Information Technology,Software Development
2024-02-26 01:53,Net2Source Inc.,"Malmö, Skåne County, Sweden",3 days ago,46 applicants,Data Analyst,"Role: Data AnalystType: ContractLocation: Malmö, Skåne County, SwedenSummary:A very senior data analyst with strong experience in Power BI & SQL is needed.Consultant should be able to support business stakeholders with questions related to data and also help in gather requirements for the team, should be proficient in building dashboards in tools like Power BI, have BAT and UAT skills and also should be aware of access management using Row level securityMust have: Advanced Power BI, Advanced SQL, Agile WoW, Worked part of a Product team and stakeholder managementNice to have: Python and Basics of accounting, Data products on GCP, DevOps (Github , Automated Deployments), self-service setup on Power bi



        
            Show more
          

          



        
            Show less",Mid-Senior level,Contract,Information Technology,Staffing and Recruiting
2024-02-26 01:53,Selby Jennings,"Copenhagen, Capital Region, Denmark",2 days ago,,Senior System Engineer,"About The Role:I am looking to hire a skilled Linux Engineer, to join our one of the leading Nordics fintechs.In this role you will get the chance to work with Linux systems and Azure cloud infrastructure. Develop and implement DevOps practices using Azure DevOps for automation, continuous integration, and deployment of applications and infrastructure.Responsibilities:Manage and administer Linux-based systems.Participate in the design, configuration, and administration of Application Servers troubleshoot and resolve issues related to Linux, Azure cloud infrastructureMonitor system performance.On-call rotation shiftExperience:Solid experience administering Linux-based systemsFamiliarity with Microsoft Azure cloud platform Knowledge of DevOps methodologies and tools, (e.g., Azure DevOps, Ansible, Terraform, PowerShell).Understanding of Application Servers, such as Weblogic, and experience in configuring and managing them in production environments.Proficiency in scripting languages like Python, Bash, and PowerShell for automation and system administration tasksExcellent problem-solving and troubleshooting skills, with a proactive approach to identifying and resolving issues.Benefits:Flat hierarchy and high levels of trust and autonomyExciting problems to solveCollaborative team made up of really smart and curious peopleNice office in central Copenhagen with a hybrid work modelPension, Health Insurance and 30 days of vacation



        
            Show more
          

          



        
            Show less",Mid-Senior level,Full-time,Information Technology,Financial Services
,,,,,,,,,,
2024-02-26 01:53,Fortnox,"Malmö, Skåne County, Sweden",5 days ago,54 applicants,Data analyst,"Vi tror på ett samhälle format av framgångsrika företag där entreprenörskap och samhällsnytta går hand i hand. Att vara en del av Fortnox är att vara en del av en ständig förändring - en förändring där du själv bestämmer hur långt du vill nå. Vårt största fokus är att ge dig rätt förutsättningar att få leva din passion tillsammans med oss. Var du kommer ifrån är inte relevant - det är vart du är på väg som är intressant för oss. Precis som vi igår inte kunde drömma om det Fortnox som finns idag, så kan du vara med och forma vilka vi är imorgon. Om tjänstenSom Data analyst på avdelningen Customer Insight, stöttar du organisationen genom att utveckla rapporter med värdefulla insikter och rekommendationer, som ger förutsättningar för rätt affärsbeslut. Du ansvarar för att tekniskt utveckla och förvalta rapporter och dashboards i visualiseringsverktyget QlikSense eller liknande, och samlar in, bearbetar och tillgängliggör data inom försäljning, marknad och webb.Genom dataanalys identifierar du trender, mönster, avvikelser och tillväxtmöjligheter för affärsområdet.Som Data Analyst får du en viktig roll som intern expert i ett sammansvetsat team. Du tar dig proaktivt an ostrukturerade dataproblem för att identifiera framtida affärsmöjligheter och förstår hur du kan omvandla krav, behov och önskemål från interna stakeholders till färdiga rapporter. Vidare ansvarar du för att sprida kunskap, expertis och bidra till en kultur av lärande och förbättring.Om dig För att bli framgångsrik i rollen har du kunskap och erfarenhet av utveckling i SQL, Python eller liknande. Du har en förståelse för datamodellering och databaser och en förmåga att bearbeta en stor mängd komplex och ostrukturerad data för att därefter kunna dra slutsatser och ge insikter till interna stakeholders.Du har en akademisk examen inom data science, statistik, matematik eller liknande och erfarenhet av utveckling av rapporter och dashboards i visualiseringsverktyg som PowerBI, Tableau och QlikSense.Utöver detta är du en problemlösare av rang, en analytisk person med ett bra affärssinne och en prestigelös lagspelare som är duktig på storytelling. Du har en god kommunikationsförmåga och trivs att arbeta i en föränderlig miljö.Låter det som du? Varmt välkommen med din ansökan! Om Fortnox Fortnox AB (publ) är en företagsplattform som knyter samman människor, företag och organisationer. Vi hjälper företag starta, växa och utvecklas. Med smarta tekniska produkter, lösningar och tjänster, och möjlighet att koppla ihop dem med hundratals externa parter, är vi ett nav för företagande i Sverige. Vår vision är att skapa ett välmående samhälle format av framgångsrika företag. Fortnox grundades 2001 och har huvudkontor i Växjö samt kontor i Malmö, Linköping och Stockholm. Aktien är noterad på Nasdaq Stockholm. För ytterligare information se www.fortnox.se.Välkommen med din ansökan!



        
            Show more
          

          



        
            Show less",Entry level,Full-time,Information Technology,Software Development
2024-02-26 01:53,Deltek,"Copenhagen, Capital Region, Denmark",6 days ago,33 applicants,Software Engineer,"Company Summary:As the leading global provider of enterprise software and information solutions for project-based businesses, Deltek helps organizations of all sizes maximize productivity and revenue. Our market leadership stems from the work of our diverse employees who are united by a passion for learning, growing and making a difference. At Deltek, we take immense pride in creating a balanced, values-driven environment, where every employee feels included and empowered to do their best work. Our employees put our core values into action daily, creating a one-of-a-kind culture that has been recognized globally. Thanks to our incredible team, Deltek has been named one of America’s Best Midsize Employers by Forbes, a Top Workplace by The Washington Post and a Best Place to Work in Asia by World HRD Congress. www.deltek.comBusiness Summary:The Deltek Engineering and Technology team builds best-in-class solutions to delight customers and meet their business needs. We are laser-focused on software design, development, innovation and quality. Our team of experts has the talent, skills and values to deliver products and services that are easy to use, reliable, sustainable and competitive. If you're looking for a safe environment where ideas are welcome, growth is supported and questions are encouraged – consider joining us as we explore the limitless opportunities of the software industry.If you are looking for challenges in an exciting environment with skilled colleagues, please read on.We are looking for a passionate and skilled software developer who takes pride in delivering high quality and maintainable code. If you have recently graduated, you are also encouraged to apply.Our team develops web and mobile frontends for the Maconomy enterprise resource planning product. We are also responsible for IDEs, build and automation tools for Maconomy consultants, partners, and developers. We are passionate about user and developer experience. We enjoy the technical challenges of building easy to use software for complex, global customers. We are responsible for maintaining a huge code base that forms the financial backbone for our large enterprise customers.Your Responsibilities: Lead by example in producing extensible, maintainable code, applies proactive and reactive debugging methods, and reviews code for quality, reliability, and scalability.Passionate about end-user experience, perceived performance, and modern ways of engaging the users of our products.Work as part of your scrum team to reach the definition of done within each sprint.Take ownership of backlog items and perform task breakdown and implementation independently.Develop and maintain software tools, emphasizing automation and CI/CD practices, security, and best practices, while staying current with industry developments.Work with appropriate stakeholders (e.g., team members, product manager/owner, technical lead) to determine user requirements.Actively engage in product architecture discussions and documentation of technical designs.Enjoy a flexible and inspiring environment that embrace diversity.Qualifications:Required Qualifications:Bachelor's in Computer Science, or related technical discipline.Practical engineering experience with coding in languages including, but not limited to, C#, Java, TypeScript, Scala.Practical engineering experience with user interface development on web and mobile platforms. Strong skills in HTML5, CSS3 and JavaScript.Working level oral and written English skills.Efficient communication and collaboration skills.Preferred Qualifications:Master's degree in Computer Science, or related technical discipline.Industry experience with enterprise and web application development.Industry experience with CI/CD automation, as well as Docker, scripting in Bash/Python, Nginx, containers (Docker) and container orchestration.Experience with Bootstrap, Angular and RxJS.Experience with domain-specific languages, functional and reactive programming is a strong Plus.



        
            Show more
          

          



        
            Show less",Mid-Senior level,Full-time,Engineering and Information Technology,Software Development
2024-02-26 01:53,e-conomic,Copenhagen Metropolitan Area,2 days ago,,Software Engineer,"We here at e-conomic are looking for a Software Engineer, who will get the opportunity to work cross-functional and in some of the very core areas of our business.What's the Gig?Getting your hands dirty with C#, SQL, and React—backend, frontend, you name it. It doesn't mean you have to be an expert in all, but some experience in one or more would be preferable.We work on exciting projects in upper-tier initiatives, accounting offices, and reconciliation, so we usually have a lot going on.Who are we looking for?We seek someone with a few years of experience, ideally in backend and with .NET, who is passionate about coding and technology, hungry to learn and grow. If you're dedicated to making a positive impact and supporting a diverse, inclusive environment, we want you. If you're excited about building something great and growing along the way, don't hesitate to reach out. Let's make work something to look forward to. In this role, you will:Contribute to the development of our SaaS solution, with the current focus on initiatives that support upper-tier customers with more complex and scalable functionality.Deploy software increments using our established CI/CD methods.Share your thoughts and ideas to enhance our current and upcoming solutions and processes.Uphold our values and be transparent about any issues that may arise.Assist your colleagues when possible.Who are we?We are a team in e-conomic that produces bookkeeping software. We are part of a department that focuses on core aspects of the product. Our team, called Zenith, specializes mainly in accounting offices and ""reconciliation.""Our team values include having a culture centered around teamwork, embracing change, having fun, and taking pride in what we do.We aim for this through psychological safety. Instead of punishing the messenger, we praise and encourage them to ensure a transparent workplace.What I as a manager believe (Dwayne):Our leadership philosophy is ""We grow our people to grow our business,"" and I genuinely believe in this, even to the point where you might outgrow us.Regarding my management style, I am by no means flawless, but I constantly strive to improve. Nobody's perfect, everyone makes mistakes, and there's no reason to pretend otherwise. I don't have all the answers, but I'm confident we can find them together.Lastly, everyone has preferences, and our team has developed ours for remote work. We consider ourselves a 'temporary remote workplace.' If you want to work from home due to heavy snowfall or spend a few days in your home country, that's fine. However, we value in-person collaboration and believe it fosters the best teamwork. We understand this may not be for everyone, and that's why we mention it.What we offer:📚 Helping you reach your full potential and go as far as you’d like to go. Your career, your choices. We're here to support, not dictate.🚀 Two hack days a month. Got a crazy idea that could help us out? We want to see it happen.🚀 Planned Hackathon every year. A full day or so dedicated to the same, but with prizes!☕ Free soda, coffee and snacks to keep you hydrated and alert.⚽ Foosball tables, a pool table and a playstation when you are hit with writer's block.🧑🏽‍💻 A flexible work environment (Temporary hybrid work).🌍 An international and creative workplace with +30 nationalities.🔍 Autonomy and complexity - a unique opportunity to take on autonomous roles and work on complex rewarding challenges.🏬 A modern office and facilities in Carlsberg Byen.🏥 Company-paid pension, internet and health insurance.💆🏻‍♀️ Lots of offerings to support your physical and mental well-being such as fitness, massage, mental health coaching and much more.🎁 A team that jokes together and enjoys each others company.🎉 Lots of social eventsApplication:We strive to maintain a streamlined process, so kindly submit your CV or provide a link to your LinkedIn profile. Your initiative in taking this step demonstrates motivation, which we highly value. Should we progress further, we will reach out to explore the reasons behind your application in greater detail.For any additional inquiries regarding the role or related matters, please feel free to reach out to, Dwayne Donaldson, either via LinkedIn or through email at dwayne.donaldson@visma.com.Interviews are currently in progress, and the preferred starting date for the position is April 1st or thereafter. Recruitment Process:Short phone interview with Recruiter, just to make sure the basics fit.First physical interview with Manager Dwayne, and a team member. If things seem good, we will give you a case.Second interview is really just going through a technical case. It will be with Dwayne, and a more senior team member. No matter if it went good or bad, we will take the time to go through it and provide feedback to make you better in the future.Reference check: If it checks out, then we will present you with an offer.About e-conomicWe build and design a cloud-based accounting product that helps companies run their businesses. More than +190.000 happy customers use our product on a regular basis. We have more than 400 employees from +38 nationalities. We are located in Carlsberg Byen together with all Visma's companies in the Metropolitan area. The 20,000 m² building is the largest commercial building in Carlsberg Byen with room for over 1100 employees, and is within walking distance of S-trains and the metro. Our building includes roof terraces, cafes, restaurant, fitness, courtyards and an atrium. Our home in Carlsberg Byen will be a place for knowledge and innovation, which contributes to Visma remaining one of the most attractive workplaces in Denmark.



        
            Show more
          

          



        
            Show less",Associate,Full-time,Engineering,Software Development
2024-02-26 01:53,Deltek,"Copenhagen, Capital Region, Denmark",6 days ago,,Backend Developer for Deltek Maconomy - Software Engineer,"Company Summary:As the leading global provider of enterprise software and information solutions for project-based businesses, Deltek helps organizations of all sizes maximize productivity and revenue. Our market leadership stems from the work of our diverse employees who are united by a passion for learning, growing and making a difference. At Deltek, we take immense pride in creating a balanced, values-driven environment, where every employee feels included and empowered to do their best work. Our employees put our core values into action daily, creating a one-of-a-kind culture that has been recognized globally. Thanks to our incredible team, Deltek has been named one of America’s Best Midsize Employers by Forbes, a Top Workplace by The Washington Post and a Best Place to Work in Asia by World HRD Congress. www.deltek.comBusiness Summary:The Deltek Engineering and Technology team builds best-in-class solutions to delight customers and meet their business needs. We are laser-focused on software design, development, innovation and quality. Our team of experts has the talent, skills and values to deliver products and services that are easy to use, reliable, sustainable and competitive. If you're looking for a safe environment where ideas are welcome, growth is supported and questions are encouraged – consider joining us as we explore the limitless opportunities of the software industry. If you are looking for challenges in an exciting environment with skilled colleagues, please read on. We are looking for a passionate and skilled software developer who takes pride in delivering high quality and maintainable code. If you have recently graduated, you are also encouraged to apply. About Our ProductAmong Deltek's products is the Maconomy ERP system developed and maintained in Denmark. Maconomy is built as a generic application server platform with a large application on top used by thousands of users across the world in large professional services organizations like engineering consultancy companies and advertising agencies. The PositionThe Maconomy product is divided into three main parts:The application's business logicThe application development tools, framework, and runtime platformThe client / front end The position is a role in the Maconomy Server Team, which develops and maintains the Maconomy development tools, framework, and runtime including all external facing APIs – for example, our RESTful web services that are used by our own client and for customer integrations. You will be working with skilled colleagues – typically with a Master's in computer science – in our Copenhagen office where there is an informal atmosphere. Most of the code is written in languages like Java, C, C++, and Scala. For smaller tasks, we are also using tools like Python and shell scripts. However, for anything larger, we prefer statically typed languages where the compiler rules out a lot of mistakes. In general, we are very open to new technologies and new ideas.Maconomy runs on Linux and Windows and runs in Docker. For storing application data, Maconomy uses a relational database such as Oracle or SQL Server. QualificationsWhat we are looking for is a person with a good foundation in computer science – For example, algorithms, concurrency, compiler techniques – whereas knowledge of and experience with ERP systems, accounting, etc. is not required.We are currently building Maconomy for the future and need an extra developer that can help us improve Maconomy in many different areas.If you want to be part of this and work with skilled colleagues, please apply to join our team



        
            Show more
          

          



        
            Show less",Mid-Senior level,Full-time,"Information Technology, Sales, and Other",Software Development
2024-02-26 01:53,Phlit,"Kongens Lyngby, Capital Region, Denmark",5 days ago,,Senior Software Engineer,"Shape the Future of Green Energy Optimization: Senior Software EngineerJoin Phlit, a pioneer in IoT-driven energy efficiency solutions, and make a real impact on the green energy transition. Phlit’s core technology FlexGate enables energy efficiency optimization, flexibility trading, predictive maintenance by providing high-frequency access to power assets such as pumps and motors that account for more than half of the world’s electricity consumption. Following the completion of our most recent funding round, Phlit is looking to expand the team with a new senior software engineer. As a senior software engineer, you will play a pivotal, hands-on role in shaping and future-proofing our technology solutions. You will bring your passion for the latest in cloud technology, cutting-edge data analytics, and DevOps practices to drive the development of our innovative solutions. How will you contribute?Develop, design, and deploy complete IoT software solutions.Provide technical leadership by offering deep insights into technology and helping the team to successfully deliver solutions.Translate business requirements into concrete technical products, roadmaps and services.Establish and drive development activities to improve processes and boost development efficiency.Be in active member of the Phlit team and contribute to the creative and collaborative culture. What will you bring? Curiosity, can-do attitude, entrepreneurial spirit.7+ years of experience in software development. A focus on IoT and cloud technologies is preferred.Proven track record of technical leadership and problem-solving. Experience with one or more of the following technologies: Java, Spring Boot, microservices, Microsoft Azure, Kubernetes, Docker, relational/non-relational databases. Why choose Phlit? Create a purposeful difference for our customers and the green transition.Access to cutting-edge technologies and plenty of complex challenges to solve.A supportive, collaborative, and flexible work environment with a large diversity of professions and backgrounds.Competitive salary and benefits package.Work from our beautiful office on the DTU Science Park in Lyngby.If you have any questions or need clarification, feel free to reach out on jobs@phlit.io or to Peter Larsen CEO on +45 53 67 52 22. Application deadline March 3, 2024. Apply now and become part of Phlit and our journey to create a greener and more sustainable future!



        
            Show more
          

          



        
            Show less","Employment type
        

          Full-time",,,
