company,location,posted_time_ago,applicant_number,job_title,job_description,level,employment_type,job_function,industries
Bella Aurora Labs S.A.,"Santa Coloma de Cervelló, Catalonia, Spain",2 hours ago,50 applicants,Analista de datos,"En Bella Aurora Labs buscamos incorporar un Data Analyst a nuestro equipo de IT.Si te apasionan los datos y sus entrañas tecnológicas, y quieres ser parte de un equipo que tiene por objetivo democratizar el acceso a los datos para mejorar la toma de decisiones en el negocio, te invitamos a echar un vistazo a esta gran oportunidad.¿Qué vas a hacer?Desarrollar y mantener informes y dashboards en Power BI, plasmando los requerimientos de las áreas de negocio.Participar activamente en la ejecución de proyectos de BI y tareas relacionadas.Asegurar la calidad y la integridad de los datos utilizados en los informes y análisis.Capacitar y asesorar a los usuarios finales en el uso de herramientas de BI y en la interpretación de los datos.Contribuir al desarrollo y mejora de los modelos de datos y los data marts para autoconsumo.Colaborar en la definición y mantenimiento de políticas de gobierno de datos y seguridad de la información.Mantenerse actualizado con las últimas tendencias y tecnologías en BI y análisis de datos.Trabajar con el resto del equipo de Data en los procesos de recopilación, almacenamiento y transformación de datos.¿Qué debes tener?2 - 3 años de experiencia comprobada en análisis de datos y entornos de Business Intelligence.Dominio avanzado de Excel, Power BI.Dominio avanzado de SQL Server, ETL y procesamiento de datos.Fuerte capacidad analítica y atención al detalle.Excelentes habilidades de comunicación y presentación de datos.Habilidad para capacitar y asesorar a usuarios no técnicos.Proactividad y continua búsqueda de mejora e innovación en procesos y herramientas de BI.Además, sumas puntos si tienes nociones de Python y/o un alto nivel de inglés.¿Qué ofrecemos?Contrato indefinido (40hs semanales).Modalidad Hibrida.Oficinas en Santa Coloma de Cervelló, con línea de FFCC directa a Plaza España.Seguro médico.


        Show more

        


        Show less",Associate,Full-time,Analyst,IT Services and IT Consulting and Food and Beverage Manufacturing
Kantar Media,"Sant Cugat del Vallès, Catalonia, Spain",1 week ago,,Big Data Specialist,"Kantar es la empresa líder mundial en datos, información y consultoría. Entendemos mejor que nadie cómo piensa, siente, compra, comparte, vota y ve la gente. Combinando nuestra experiencia en la comprensión humana con las tecnologías avanzadas, las 30.000 personas de Kantar ayudan a las principales organizaciones del mundo a tener éxito y a crecer.La Division de Media es experta en comprender el cambiante panorama de los medios de comunicación. Esto incluye la medición de la audiencia de TV así como la segmentación del consumidor. Su cobertura global y su experiencia local permiten a los clientes comprender mejor las audiencias de los medios y sus relaciones con las marcas para optimizar la inversión.En Media Division estamos buscando un perfil de Data Scientist con interés por los estudios de mercado para incorporarse al equipo de Data Science de nuestra división de Audiencias de TV.FUNCIONESAnálisis estadísticos sobre datos de audiencia de televisión en entornos de BigData.Programación en SQL, Python, R, SAS para la creación de nuevos procesos de ETL y modelización. También se deberán poder interpretar rutinas previamente programadas.Diseño de controles de calidad.Elaboración de informes para clientes y presentaciones de resultados, combinando diferentes herramientas tanto propias (Instar) como externas (Excel, PowerBI).CAPACIDADESGrado en Estadística, Matemáticas o similarManejo avanzado de Excel: fórmulas, tablas dinámicas, macros.Se valorarán conocimientos y/o experiencia con SQL, BigQuery, SAS, Python, R, PowerBIEs importante ser una persona flexible y adaptable a entornos altamente cambiantes, así como metódica y rigurosa en el trabajo diario. Debe ser una persona que sepa trabajar de forma autónoma y, a la vez, tener facilidad para trabajar en equipo.


        Show more

        


        Show less",Entry level,Full-time,Analyst,Broadcast Media Production and Distribution
Between Technology,"Barcelona, Catalonia, Spain",1 week ago,,Devops Engineer,"En BETWEEN apostamos por el mejor talento dentro del sector tecnológico. Nos involucramos en una gran variedad de proyectos punteros, trabajando con las últimas tecnologías. Actualmente en BETWEEN contamos con un equipo de más de 800 personas.Trabajamos en ámbitos como BI, IoT, Big Data e I+D. En el área de Operaciones implantamos proyectos de Service Desk, Infraestructuras IT y proyectos Cloud, entre otros.Actualmente seleccionamos un Devops Engineer para incorporarse de forma indefinida en uno de los equipos que Between tiene implantados en uno de nuestros principales clientes.La persona seleccionada ayudará a mejorar la disponibilidad, seguridad y fiabilidad del sistema, al tiempo que resolverá los problemas antes de que afecten a nuestros clientes.También desempeñará un papel en la evolución continua de las capacidades de entrega de software y gestión de incidencias.¿Qué haré? Estas serán tus funciones principales:Mejoraras la fiabilidad del principal producto de la compañia.Crearas y mantendras las soluciones innovadoras y automatizadas, herramientas y marcos de alerta para mejorarar la fiabilidad de los sistemas de producción.Abordaras de forma proactiva los problemas de rendimiento y fiabilidad de las aplicaciones, plataformas y bases de datos. Realizaras la automatización de la infraestructura, pruebas, soluciones de conmutación por error, mitigación de fallos, etc.Realizaras revisiones posteriores a incidentes y aplicaras sus conclusiones para mejorar continuamente.Colaboraras en el desarrollo y mantenimiento de los marcos de entrega de software.Stack tecnologicoAzureKubernetes (AKS), DockerLinux, Terraform, Ansible, HelmGitlab, Gitlab CI/CD pipelinesPrometheus, Grafana, ELKJIRA, ConfluenceProduct Development Stack:.NET Core, AngularMSSQL Server, Postgres,Redis, Cosmos-DB¿Cómo lo haré? Tendrás a tu alcance:Tendrás un horario flexible Formarás parte de un equipo de alto rendimiento con un alto grado de especialización.Podrás trabajar a distancia o en un modelo híbrido. Si eres BETWEENER obtendrás estos beneficios:Seguro médico con Sanitas.Dispondrás de oportunidades de formación y desarrollo profesional: Idiomas, cursos en Udemy, Certificaciones, Programa The Power Business School y Bootcamps especializados (Agile, DevOps, IA & Big Data, Ciberseguridad, etc.).Contarás con un equipo de Talento que te acompañará durante toda tu experiencia con nosotros. ¡Haremos un café una vez al mes! Así, mantendremos el contacto.Pondremos a tu disposición un amplio abanico de retos y proyectos acordes con tus objetivos personales y profesionales.Posibilidad de elegir cómo obtener parte de tu salario gracias a las ventajas fiscales de nuestra Retribución Flexible (Ticket restaurant, Ticket transporte, Ticket guardería).Descuentos para acceder a centros de Fitness con Gympass.Acceso a nuestro Club de Descuentos: Inspiring Benefits.En BETWEEN nos gusta mucho hacer networking, por lo que te invitaremos a participar en todos estos eventos ¡y más!: las BETWEEN Nights, torneos deportivos, Black Mamba Race, viernes de vermut, juegos de mesa, etc.Podrás disfrutar de nuestras fantásticas oficinas del 22@ las cuales disponen de Rooftop, tirador de cerveza, mesa de ping-pong y futbolín.Programa de recomendación remunerado de Talento.En BETWEEN, la igualdad de oportunidades es uno de nuestros valores. Nuestro compromiso es contratar al mejor talento independientemente de su raza, religión, sexo, edad y personas con otras capacidades y promover su desarrollo profesional y personal.Requisitos:Imprescindible:Ingeniero sénior con más de 4 años de experiencia en desarrollo y operacionesExperiencia demostrada en la mejora de la estabilidad y el rendimiento de aplicacionesExperiencia en diseño, construcción y operación de sistemas de producción a gran escalaExperiencia demostrada de trabajo con plataformas de computación en nube como Amazon Web Services, Microsoft Azure, Google Cloud PlatformExperiencia en la apreciación de las prácticas IaC (Infrastructure-as-Code)Experiencia en automatización de infraestructuras, pruebas y despliegues utilizando herramientas como Ansible, Chef o Terraform. Experiencia trabajando con contenedores, como Docker o KubernetesExperiencia trabajando a través de tuberías y herramientas DevSecOpsExperiencia con soluciones de monitorización y observabilidad como New Relic, OpentelemetryExperiencia depurando problemas complejos


        Show more

        


        Show less",Not Applicable,Full-time,Information Technology,"Technology, Information and Internet"
Econocom Servicios,Greater Barcelona Metropolitan Area,3 weeks ago,,Senior System Engineer,"Buscamos un perfil con una trayectoria profesional extensa en organizaciones del sector IT y experiencia en soluciones de Cloud para incorporarse a nuestro en BARCELONA o VALENCIA o MADRIDValoraremos principalmente tus capacidades tecnológicas aplicadas en proyectos de infraestructura compleja, crítica y en cliente internacional: construyendo entornos de soluciones Cloud, sistemas Microsoft/Linux, virtualización, tecnologías de Storage... y tu especialización.También consideraremos pero sumado a lo anterior, tu experiencia en entornos de Cloud pública, preferentemente Azure / AWS y tecnologías de automatización y orquestación.Somos especialistas en la entrega y ejecución de migraciones en entornos críticos y de alta disponibilidad.Que esperamos que asumas cuando empieces con nosotros:Atender las incidencias escaladas del equipo de Managed Services como último nivel.Colaborar en el ejecución de los nuevos proyectos de soluciones de servicios gestionados.Administrar los entornos y soluciones de cliente de tu ámbito de conocimiento.Administrar los entornos y soluciones internas de tu ámbito de conocimiento.Dar soporte y guía a los equipos de Managed Services de Econocom Cloud en los referidos ámbitos.Capacidad para estandarizar y documentar procedimientos.Nivel de inglés de conversación con cliente internacional.Que deberías tener:Formación en ingeniería Informática o similarExperiencia relevante en soluciones antes mencionadas.Capacidades analíticas y resolutivas ante problemáticas diferentes.Acostumbrado a la comunicación con cliente interno y externo.Te consideras honesto y comprometido y disfrutas trabajando en el mundo de la tecnología.Te ofrecemos:Te explicamos lo que te ofrecemos y podemos definir fácilmente de manera escrita en una oferta.El buen ambiente, la confianza y la cercanía entre todos los que formamos Econocom Cloud, la seguridad de formar parte de Econocom, uno de los primeros grupos tecnológicos de Europa o el poder trabajar con las últimas tecnologías del mercado, no es fácil de explicar, lo tendrás que experimentar cuando te incorpores.-Contrato indefinido-La retribución salarial acorde con la propuesta de valor que nos aportes y compuesto por una parte fija.Además, ofrecemos un conjunto de beneficios para la conciliación:-Ticket Restaurant-Ticket Transporte-Ticket Guardería-Seguro Médico a precio reducido.-Formación en inglés-Trabajo a distancia o teletrabajo y flexibilidad en la entrada y salida.¿Quiénes somos?Somos diferentes y excepcionales y lo entenderás cuando nos conozcas.Somos parte de uno de los grupos tecnológico más grandes de Europa: Econocom.Somos la solución de servicio con un equipo especializado.Contamos con dos CPD desde los que diseñamos soluciones a medida de clientes.Nos basamos en la excelencia tecnológica basada en el Cloud: público, privado, híbrido.Nos basamos en la excelencia humana basada en un equipo cercano, implicado y profesional.Y somos mucho más, porqué aquí cada uno de nuestros cien compañero/as cuenta... y mucho.¿Cómo será tu proceso?Te proponemos participar en un proceso de selección honesto, en el que nos regimos por criterios y estándares técnicos y humanos, en el que recibirás respuesta a tu candidatura en caso de que participes en el proceso. Somos un empleador de igualdad de oportunidades. Revisamos las solicitudes sin discriminar candidaturas por motivos de edad, origen, religión, sexo, orientación sexual, identidad de género, estado civil, nacionalidad o grado de discapacidad: Te necesitamos por lo que puedes hacer.


        Show more

        


        Show less",Mid-Senior level,Full-time,Information Technology,"IT Services and IT Consulting, Computer and Network Security, and Technology, Information and Internet"
Hays,"Gavà, Catalonia, Spain",6 days ago,,Senior Data Analyst,"At HAYS we are collaborating with a major company in the sector of lamp design and interior lighting founded in 1979. It has more than 100 employees and its headquarters are in Barcelona. Its mission is to create stylish environments, using lighting to provide effective solutions that have a positive impact on people’s lives. It aims to revolutionize lighting design, challenging its rules and proposing a new holistic and augmented vision that goes beyond light to integrate materiality, composition and the use of space.They are currently looking for a Senior Data Analyst profile to join their team.What will your duties be?Define the new Data platform working with the best technologies available.Own the company Data Model, ensuring its consistency and assessing other product development teams in how to use it.Capture informational requirements to create both the data lake and the models associated to it and evolve the current corporate dashboards to exploit the available information.Drive the evolution of the platform defining how to apply Artificial Intelligence techniques from the large set of data generated in the company and from IoT sources.Coordinate data platform development teams.Build strong relationships with other product development teams.Manage stakeholders’ expectations and requirements.Apply agile methodologies and participate in continuous improvement team dynamics both from an agile and technical perspective which covers software and infrastructure.What are the requirements?Degree in Engineering or Science.5+ years of experience in an analytical role analysing loads of data, defining and creating dashboards and creating insights from big data sets.Excellent analytical skills applied to data models definition and conceptualization.Experience with Microsoft Azure Data solutions and Microsoft PowerBI.Ability to communicate ideas and solutions to stakeholders.Good Spanish and English level required.What we offer?Stable project.Hybrid work model, three days in office and two telework.Location: Gavà, Barcelona.Office hours.Competitive salary. We are waiting for profiles like yours, passionate about technology and who wants to face a new challenge. If so, sign up for the offer so we can tell you more!


        Show more

        


        Show less",Mid-Senior level,Full-time,Information Technology,"Technology, Information and Media"
Esade,"Sant Cugat del Vallès, Catalonia, Spain",2 months ago,84 applicants,Business Intelligence Analyst,"Puesto de trabajo: Business Intelligence AnalystUnidad: Esade CareersAbout EsadeEsade is a global academic institution known for the quality of its education, international outlook, and focus on holistic personal development, as well as its strong ties to the business world. Our academic activity encompasses education, research, and social debate. We aim to drive meaningful change through social commitment and innovation.The OpportunityTranslating data into actionable insights to enhance career services and improve student information outcomes.Your Main ResponsabilitiesAs a Business Intelligence Analyst for the Esade Careers Team, you will play a crucial role in supporting data-driven decision-making and strategic planning initiatives. Your primary responsibility will be to collect, analyze, and interpret various data sources related to student outcomes, employment trends, industry insights, and employer engagement.Key Responsibilities: Data Collection and Management: Gather and consolidate data from internal and external sources, such as student surveys, student preferences, alumni databases, employment reports, and industry trends. Maintain and update databases regularly to ensure accuracy and completeness of information. Data Analysis and Visualization: Analyze data using statistical methods and data visualization tools to identify trends, patterns, and opportunities. Create visually appealing and informative dashboards, reports, and presentations to communicate key findings to stakeholders. Student Outcome Analysis: Assess the career paths and outcomes of graduates, tracking employment rates, job placements, salary levels, and other relevant metrics. Conduct cohort analyses to understand the success of specific programs in the job market. Performance Tracking and Evaluation: Develop key performance indicators (KPIs) to measure the effectiveness of career development programs and initiatives. Monitor the success of various activities and provide actionable recommendations for continuous improvement. Collaborative Support: Work closely with the careers team to understand their data needs and provide timely support in data-driven decision-making. Collaborate with other departments, such as admissions, engagement, rankings team and program teams, central IT and business intelligence teams to leverage cross-functional data for a holistic perspective. Technology and Process Enhancement: Stay up to date with the latest BI tools, technologies, and best practices in data analysis to streamline processes and improve efficiency. Propose and implement enhancements to data collection, storage, and analysis procedures. Management of technical incidents.QualificationsBachelor’s degree in business Analytics, Data Science, Statistics, Computer Science Engineering, Informatics or a related field.A master’s degree in business analytics is a plus.Excel, Power BI, Salesforce or other CRM ToolsAdvanced level of Englishdegree in business Analytics, Data Science, Statistics, or a related field. A master’s degree is a plus.experience in data analysis and reporting.of 4 years of experience in the BI field with the ability to design and implement BI business modelsin data manipulation and visualization tools such as Power BI, or similar platforms.high level of Excel.or similar CRM management and reporting.with statistical analysis and data modeling techniques.analytical mindset with the ability to draw insights from complex datasets.communication skills to present findings to non-technical stakeholders clearly.and capable of managing multiple projects simultaneously.orientation with a proactive attitude towards process improvement.Do Good. Do BetterThis encompasses our purpose. It is our pledge to bring about meaningful change by focusing on innovation and social commitmentAs an educational institution, Esade is committed to a set of values consistent with human quality and academic and professional excellence. Integrity, sensitivity, diversity, the common good, justice and sustainability are of great importance in our way of being and acting.We are known for the quality of our education, our international vision and a clear focus on the holistic development of the individual. Based on these pillars, we work with a unique methodology aimed at developing the talents of our students. This approach is strongly influenced by innovation and the avant-garde. Therefore, we integrate new technological and digital trends with classroom training.Commitment to Diversity and InclusionEsade celebrates diversity and is committed to providing equal employment opportunities to all individuals. We encourage inclusive leadership, and for us, talent is a key driver of diversity.Le informamos que Fundació ESADE como responsable del tratamiento tratará sus datos con la finalidad de gestionar su candidatura. El interesado puede ejercitar, si lo desea, los derechos de acceso, rectificación, y supresión de los datos, así como solicitar que se limite el tratamiento de sus datos personales, oponerse al mismo, solicitar la portabilidad de sus datos, a no ser objeto de decisiones individuales automatizadas, cuando proceda, así como a retirar su consentimiento en cualquier momento dirigiéndose al Delegado de Protección de Datos en dpo@esade.edu o a la dirección Av. Pedralbes, 60-62, 08034 Barcelona, adjuntando una copia del documento que acredite su identidad (DNI/NIE).Puede consultar información adicional y detallada sobre Protección de Datos aquí: https://www.esade.edu/es/proteccion-datos.


        Show more

        


        Show less",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Higher Education
Crédit Mutuel Arkéa,"L'Hospitalet de Llobregat, Catalonia, Spain",2 weeks ago,,Golang Software Engineer,"A pioneer and market leader in Embedded Finance, Unnax is committed to supporting financial players in designing services and payment experiences that users love.Headquartered in Barcelona, Unnax is at the forefront of the Banking-as-a-Service and Open Finance movements in Europe and Latin America. Our mission is to offer banking technology as a service to any company aiming to enhance user experience and operational efficiency. We achieve this through our API-based regulated solutions covering Bank accounts, Payment solutions, Open Banking / Finance, and more.A Spanish Electronic Money Institution, Unnax is a rapidly growing fintech company, holding passports to operate in all European countries.We are a trusted partner to the top financial industry players and software editors in Europe, and we have achieved this by scouting the best talents. Joining Unnax means being a part of an inclusive, multicultural, and international team of over 60 employees. We are building a team that builds better banking. Apply now to take part in the future of finance!Job Description:As a Golan Software Engineer, you will join our Baas Squad which is international and composed of 5 people.Your missions:Produce quality code and tests, build prototypes, solve issues, profile and analyze bottlenecksDesign perform, robust APIs to support mobile and desktop clientsManage and optimize scalable distributed systems on the cloudOptimization of backend applications for performance and scalabilityRegularly communicate with stakeholders: product managers, quality assurance, and other developers regarding progress on the long-term technology roadmapRecommend system solutions by comparing advantages and disadvantages of custom development and open source alternativesDevelop automated tests to ensure business needs are met and allow for regression testingProfile and skills required:Minimum 3 Years developing backend code. Experience with Software Programming Principles and Design Patterns.Fluent in Spanish and English (written and spoken), French will be a plusProven experience in Go or one of theses languages (C, C++, C#, Kotlin or Rust)Experience or  knowledge of these technologies:  Databases (SQL, non-relational), Redis, Docker, Kubernetes, Microservices, Hexagonal Architecture, DDDGrowth mindset, challenging status quo to find new solutions and out-of-the-box ideasExperience designing RESTful APIs, experience with GRPC would be a plusExperience with core AWS web-enabling technologies would be a plusRecruitment process: HR online interviewOnline interview with the Product DirectorOnsite interview with Lead Techs Unnax is an Equal Opportunity Employer which means we pledge to not discriminate against employees based on race, color, religion, sex, national origin, age, disability or genetic information.. If reasonable accommodations are needed for the interview process, please let us know what you need and we will do our best to accommodate!


        Show more

        


        Show less",Not Applicable,Other,Engineering and Information Technology,Banking
Canonical,"Barcelona, Catalonia, Spain",2 weeks ago,,Python Software Engineer - Ubuntu Hardware Certification Team,"Canonical is hiring a Python Software Engineer to join the Certification team, who make the tools which enable us to know that a desktop, laptop, server or IoT device is working properly. We work at the interface of hardware and software, so the ideal candidate is a Python developer familiar with hardware.The Certification team develops the tools needed to certify hardware as working with Ubuntu Core as well as Ubuntu Desktop and Server: https://ubuntu.com/certifiedWe design hardware which can be used to probe devices independently, and frameworks for software tests that check every aspect of Ubuntu on that hardware.This is an excellent opportunity for someone who wants to have a meaningful impact for adoption of Linux across multiple device categories and industries. Canonical offers a fun, fast-paced team environment and a career full of learning and development opportunities. This team is centered in EMEA time zones, and works with colleagues on related teams in both the Americas and APAC.We work together with silicon companies, OEMs, ODMs and teams within Canonical to ensure a smooth, secure out of the box Ubuntu experience, with success in this role leading to a great Ubuntu experience being offered on more and more devices.Role descriptionWe are looking for a self-motivated software engineer with experience developing in Python, to work on test automation tools or Linux based embedded hardware. This role offers an exciting opportunity to push the industry forward by enabling entirely new Linux based hardware testing capabilities, scaling up hardware certification efforts and allowing for deeper test coverage.The role involves the development and maintenance of Canonical's open source certification tools, supporting the creation of hardware solutions for test automation, and automating our existing processes. We seek out continuous process and tooling improvements as part of expanding the certification test suites, ultimately to improve the quality of Linux experience felt by millions of Linux end users.Key responsibilitiesMaintain and develop new features to our Python based test automation tools like Checkbox, used by both in-house teams and industry partners.Invent new ways to enable remote, automated testing.Help build the software counterpart to in-house designed testing hardware to help test device enablement (graphics, hotplug, bluetooth, etc).Write functional and performance tests to support hardware enablement and to protect from regressions.Participate in meetings involving international travel 2-3 times per year.Required Skills And ExperienceKnowledge of Python programming language.Quality oriented, pragmatic approach to software design and implementation.Interest in test automation methodologies.Previous experience working with Ubuntu or other Linux distributions.Ability to be productive in a globally distributed team.Desired Skills And ExperiencePassion for tinkering: you are a maker.Experience working in an agile environment.Hardware testing experience, for example in the IoT space.Familiarity with the C programming language.What is Canonical?Canonical is a growing international software company that works with the open-source community to deliver Ubuntu, ""the world's best free software platform"". Our services help businesses worldwide to reduce costs, improve efficiency and enhance security with Ubuntu.We are proud to foster a workplace free from discrimination. Diversity of experience, perspectives, and background create a better work environment and better products. Whatever your identity, we will give your application fair consideration.#Stack


        Show more

        


        Show less",Entry level,Full-time,Engineering and Information Technology,"Technology, Information and Internet"
Between Technology,"Sant Cugat del Vallès, Catalonia, Spain",3 months ago,,Junior Data Analyst - Inglés,"¿Te interesa trabajar en I+D dentro de un entorno internacional?En BETWEEN apostamos por ofrecerte las mejores oportunidades dentro del área tecnológica. Contamos con un equipo de más de 800 profesionales. Ser parte de nuestro equipo significa formar parte de una comunidad multicultural, con acceso a oportunidades de crecimiento y desarrollo profesional, generando impacto.Si quieres desarrollar tus capacidades en un entorno internacional, apostando por trabajar en soluciones de I+D tanto en Ingeniería como en IT, ¡este es tu próximo destino!Damos soporte en una gran variedad de áreas como Operaciones, Desarrollo de producto, Compras, Firmware, Software, Business Intelligence, Gestión, Transformación digital, ¡y muchas más! Además, desarrollamos soluciones tecnológicas a medida desde nuestros Hubs Tecnológicos.La persona seleccionada desarrollará cuadros de mando dentro del área de operaciones¿Qué haré? Estas serán tus funciones principales:Desarrollarás cuadros de mando mediante PowerBIRealizarás extracciones de datos y querys en DDBB SQL serverRealizarás scripts mediante Python Tendrás trato directo con cliente interno¿Cómo lo haré? Tendrás horario flexibleTe integrarás en un equipo de alto rendimiento y con un alto grado de especialización.Trabajarás en modelo híbridoTendrás un PC y los periféricos necesarios para el desarrollo de tu trabajo.Podrás trabajar desde casa de cliente, nuestras oficinas de Barcelona en el 22@, los Hubs Tecnológicos o en el resto de las oficinas.Trabajarás en un entorno internacional.Si eres BETWEENER obtendrás estos beneficios:Seguro médico con Sanitas.Dispondrás de oportunidades de formación y desarrollo profesional: Idiomas, cursos en Udemy, Certificaciones, Programa The Power Business School y Bootcamps especializados (Agile, DevOps, IA & Big Data, Ciberseguridad, etc.).Contarás con un equipo de Talento que te acompañará durante toda tu experiencia con nosotros. ¡Haremos un café una vez al mes! Así, mantendremos el contacto.Pondremos a tu disposición un amplio abanico de retos y proyectos acordes con tus objetivos personales y profesionales.Posibilidad de elegir cómo obtener parte de tu salario gracias a las ventajas fiscales de nuestra Retribución Flexible (Ticket restaurant, Ticket transporte, Ticket guardería).Descuentos para acceder a centros de Fitness con Gympass.Acceso a nuestro Club de Descuentos: Inspiring Benefits.En BETWEEN nos gusta mucho hacer networking, por lo que te invitaremos a participar en todos estos eventos ¡y más!: las BETWEEN Nights, torneos deportivos, Black Mamba Race, viernes de vermut, juegos de mesa, etc.Podrás disfrutar de nuestras fantásticas oficinas del 22@ las cuales disponen de Rooftop, tirador de cerveza, mesa de ping-pong y futbolín.Programa de recomendación remunerado de Talento.En BETWEEN, la igualdad de oportunidades es uno de nuestros valores. Nuestro compromiso es contratar al mejor talento independientemente de su raza, religión, sexo, edad y personas con otras capacidades y promover su desarrollo profesional y personal.Requisitos:Titulación universitaria Inglés avanzado Experiencia de mínimo 6 meses en creación de cuadros de mando en PowerBI.Experiencia en SQL y Python


        Show more

        


        Show less",Not Applicable,Full-time,Information Technology,"Technology, Information and Internet"
HP,"Sant Cugat del Vallès, Catalonia, Spain",1 week ago,,AI/BI Data Analyst,"About Customer ExperiencesThe Customer Experiences is the epicenter of HP's executive engagement strategy. Our organization prioritizes ensuring that customers and partners have the best experience when visiting one of our Customer Welcome Centers (CWCs) across the globe. The Customer Experiences team is dynamic and international and offers a supportive environment for continuous learning and professional growth.As an AI/BI Data Analyst, you will play a crucial role in leveraging data to provide insights and support decision-making processes within the organization. We are looking for someone with a strong technical foundation and analytical proficiency. Particularly, expertise in data transformation (ETL) through SQL, Power BI, AI techniques, and knowledge in Microsoft Power Platforms, with emphasis in Power Automate.Key ResponsibilitiesData Collection and ManagementCollect data from diverse sources, perform cleansing procedures, and manage its integration into the Business Intelligence (BI) system.Write complex SQL queries to address key business requests.Maintain and update transformations in SQL based on new requirements or integrations part of our digital ecosystem. Data Analysis and visualizationAnalyze large datasets to identify trends, patterns, and insights.Develop data models to represent business processes and support analytical needs.Design, create and maintain reports and dashboards to communicate data-driven insights. AI and AutomationsIdentify areas for efficiency improvement through process automation.Create automation tasks through Power Automate or other similar tools.Conduct comprehensive end-to-end testing of new automations.Explore and implement AI techniques for enhancing data analysis and decision-making.Communication and CollaborationProvide training to team members on data analysis and instruct them on viewing and extracting reports.Work closely with our IT team to implement and deliver new data requirements.Education And Experience RequiredBachelor's degree in a technology-related field (e.g., Business & Technology, Computer Science, Information Technology) or in Business with advanced studies in technology.Advanced degree or relevant certifications in Artificial Intelligence is a plus.Minimum of 2 years of professional experience in a related role.Proficient in automating workflows using Power Automate or similar.Ability to perform SQL and DAX queries and functions in Power BI. Knowledge And Skills DesiredStrong analytical and problem-solving skills.Familiarity with Microsoft Dynamics 365 and Microsoft Azure (Data Lake Storage, Synapse Analytics, etc.)Excellent communication skills in both English and Spanish.Ability to present findings to non-technical stakeholders clearly.Flexibility to work with remote teams and across time zones.About HPYou’re out to reimagine and reinvent what’s possible—in your career as well as the world around you.So are we. We love taking on tough challenges, disrupting the status quo, and creating what’s next. We’re in search of talented people who are inspired by big challenges, driven to learn and grow, and dedicated to making a meaningful difference.HP is a technology company that operates in more than 170 countries around the world united in creating technology that makes life better for everyone, everywhere.Our history: HP’s commitment to diversity, equity and inclusion – it's just who we are.From the boardroom to factory floor, we create a culture where everyone is respected and where people can be themselves, while being a part of something bigger than themselves. We celebrate the notion that you can belong at HP and bring your authentic self to work each and every day. When you do that, you’re more innovative and that helps grow our bottom line. Come to HP and thrive!


        Show more

        


        Show less",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology","IT Services and IT Consulting, Computer Hardware Manufacturing, and Software Development"
