company,location,posted_time_ago,applicant_number,job_title,job_description,level,employment_type,job_function,industries
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Domes Resorts ,"Athens, Attiki, Greece",7 months ago,102 applicants,Junior Sous Chef - MAKRIS Athens,"Η Domes Resorts προσγειώνεται στην Αθήνα, καλωσορίζοντας το πρώτο degustation εστιατόριο στο Θησείο. Ο Executive Chef Πέτρος Δήμας και η ταλαντούχα ομάδα του δημιουργούν την απόλυτη fine dining εμπειρία και επιμελούνται ένα μενού βασισμένο στην Ελληνική δημιουργική κουζίνα. Αυτήν την στιγμή αναζητούμε Junior Sous Chef με όρεξη και πάθος για να γίνει μέρος της ομάδας MAKRIS Athens by Domes.RequirementsΑπαραίτητα προσόντα:Απαραίτητη προϋπηρεσία τουλάχιστον 2 ετών σε εστιατόριο à la carte ή εστιατόριο à la carte ξενοδοχείου 5*Γνώση και τήρηση διαδικασιών υγιεινής και ασφάλειαςΚαλή γνώση της της αγγλικής γλώσσαςΠροσαρμοστικότητα στο περιβάλλον εργασίαςΠροσφορά και διάθεση υπηρεσιών υψηλών προδιαγραφώνΠνεύμα ομαδικότητας και συνεργασίαςΠροσεγμένη εμφάνιση, καθαριότηταΕπαγγελματισμόςBenefitsΠαρέχουμεΠακέτο αποδοχών ανάλογοπροσόντων και προϋπηρεσίαςΠροοπτικές και ευκαιρίες επαγγελματικής εξέλιξηςΕπαγγελματικό περιβάλλον εργασίαςΣυνεχή εκπαίδευσηDomes Resorts is an equal opportunity employer, all applications will be treated in strict confidentiality.Only suitable candidates will be contacted.
      

        Show more

        


        Show less",Associate,Full-time,Other,"Technology, Information and Internet"
,,,,,,,,,
,,,,,,,,,
Domes Resorts ,Greece,1 week ago,,Chef de Cuisine - Domes Noruz Mykonos,"O ξενοδοχειακός όμιλος  Domes Resorts, ένας από τους ταχύτερα αναπτυσσόμενους ξενοδοχειακούς ομίλους στη Μεσόγειο, προσλαμβάνει Chef de Cuisine για το 5* ξενοδοχείο Domes Noruz Mykonos στην περιοχή Άγιος Στέφανος της Μυκόνου, για τη σεζόν 2024.Καθήκοντα:Επιβλέπει και διαχειρίζεται όλες τις λειτουργίες της κουζίναςΕκπαιδεύει και καθοδηγεί το προσωπικό κουζίναςΕπιβλέπει τον χρονοδιάγραμμα εργασίας και διασφαλίζει την αποτελεσματική συνεργασίαΔιασφαλίζει ότι όλα τα πιάτα πληρούν υψηλά πρότυπα ποιότητας και παρουσίασηςΕφαρμόζει πρότυπα υγιεινής και ασφαλείας κατά τη διαδικασία μαγειρέματος και παρασκευήςΤήρηση καθαριότητας & ευταξίας στον χώρο της κουζίνας Διαχείριση παραγγελιών και έλεγχος αποθέματος προϊόντων & τροφίμων RequirementsΑπαραίτητα Προσόντα Απόφοιτος/-η σχολής μαγείρων Προϋπηρεσία τουλάχιστον 2 ετών σε εστιατόρια à la carte σε ξενοδοχεία 5* Ικανότητα διαχείρισης προσωπικού κουζίνας - λάντζας Γνώση και τήρηση διαδικασιών υγιεινής και ασφάλειας Γνώση της ελληνικής και τουλάχιστον της αγγλικής γλώσσας Ευελιξία στη διαχείριση προβλημάτων Προσαρμοστικότητα στο περιβάλλον εργασίας Προσφορά και διάθεση υπηρεσιών υψηλών προδιαγραφών Πνεύμα ομαδικότητας και συνεργασίας Προσεγμένη εμφάνιση, καθαριότητα Επαγγελματισμός BenefitsΣτο πλαίσιο της παραπάνω θέσης, προσφέρουμε: Πακέτο αποδοχών ανάλογο προσόντων Δυνατότητες ανάπτυξης μέσα σε ένα συνεχώς αναπτυσσόμενο εργασιακό περιβάλλον Άριστο περιβάλλον εργασίας Διατροφή, διαμονή για τους μη διαμένοντες στην περιοχή Συνεχή εκπαίδευση Domes Resorts & Reserves is an equal opportunity employer, all applications will be treated in strict confidentiality.Only suitable candidates will be contacted.
      

        Show more

        


        Show less",Mid-Senior level,Full-time,Other,"Technology, Information and Internet"
,,,,,,,,,
,,,,,,,,,
COSTA NAVARINO,Greece,3 months ago,,Chef De Partie for W Costa Navarino (2024),"Costa Navarino is in Messinia in the southwest Peloponnese, in one of the most unspoiled and breathtaking landscapes in the Mediterranean. It is currently home to four 5-star deluxe hotels, The Romanos, a Luxury Collection Resort and The Westin Resort at Navarino Dunes, W-Costa Navarino at Navarino Waterfront and Mandarin Oriental Costa Navarino at Navarino Bay.In the coming years, more upscale branded hotels will be added to our portfolio, both in Messinia and Athens, including the re-launch of the former Athens Hilton.W Costa Navarino is seeking for a Chef De Partie to make an impact on this job. The successful candidate will strongly support the Sous Chef, will be an expert in kitchen and will be passionate about creating recipes guest will remember.As our Chef De Partie you will:Estimate and communicate daily production needsDemonstrate proper and safe usage of all kitchen equipmentHave knowledge of all standard procedures and policies pertaining to food preparation, receiving, storage and sanitationRespond appropriately to guests' needs during the hours of operationHave the ability to support the control of food costBe able to clearly define productivity standards with quality requirements and methods required to obtain themCheck that all food and beverage outlets' orders are at the correct level and do not surpass the stocks which are requiredRequirementsTo be successful in this role you must possess:Minimum of 5 years' experience in the sector, including a minimum of 2 years as a Chef De Partie in an international 5*hotel chainAbility to speak, write and converse freely in both Greek and EnglishStrong computer skillsA culinary degreeGood hygiene knowledge and HACCP StandardsHigh energy, ability to work under pressure, good organizational skills and interpersonal skillsBenefitsCompetitive compensation packageOn going training opportunitiesAccommodation in the vicinity of Navarino Dunes (for non Messinians)Meals within the premisesPrivate Medical PlanUse of Navarino Dunes Facilities, according to the relevant policies


        Show more

        


        Show less",Mid-Senior level,Contract,Management and Manufacturing,"Technology, Information and Internet"
COSTA NAVARINO,Greece,3 months ago,,Junior Sous Chef for Costa Navarino Dunes (2024),"Costa Navarino is in Messinia in the southwest Peloponnese, in one of the most unspoiled and breathtaking landscapes in the Mediterranean. It is currently home to four 5-star deluxe hotels, The Romanos, a Luxury Collection Resort and The Westin Resort at Navarino Dunes, W-Costa Navarino at Navarino Waterfront and Mandarin Oriental at Navarino Bay.In the coming years, more upscale branded hotels will be added to our portfolio, both in Messinia and Athens, including the re-launch of the former Athens Hilton.Navarino Dunes Costa Navarino facilities include 766 bedroom units award winning Anazoe Spa, a 4,000m2 spa & thalassotherapy center, four multi-awarded, signature golf courses, over 20 fine dining venues, 5,000 m2 House of Events and a wide range of sports, such as the ""Mouratoglou Tennis Center"", Bayern Munich football academy, Navarino Outdoor and many more.The award-winning The Romanos, a Luxury Collection Resort and The Westin Resort Costa Navarino are seeking a Junior Sous Chef to make an impact on this job. The successful candidate will strongly support the Chef De Cuisine, will be an expert in kitchens and will be passionate about creating recipes guests will remember.As our Junior Sous Chef, you will:Estimate and communicate daily production needsDemonstrate proper and safe usage of all kitchen equipmentHave knowledge of all standard procedures and policies pertaining to food preparation, receiving, storage and sanitationRespond appropriately to guests' needs during the hours of operationHave the ability to support the control of food costsBe able to clearly define productivity standards with quality requirements and methods required to obtain themCheck that all food and beverage outlets' orders are at the correct level and do not surpass the stocks which are requiredEnsure that the wage overtime forecast is submitted each week and authorized by the ChefEnsure accuracy in the weekly time sheets and that they are in accordance with the weekly forecastRequirementsMinimum of 4 years' experience in the sector, including a minimum of 1years as a Junior Sous Chef in an international 5*hotel chainAbility to speak, write and converse freely in both Greek and EnglishStrong computer skillsA culinary degreeGood hygiene knowledge and HACCP StandardsTo be able to work through night shift for the preparations of BreakfastHigh energy, ability to work under pressure, good organizational skills and interpersonal skillsBenefitsCompetitive compensation packageOn-going training opportunitiesAccommodation in the vicinity of Navarino Dunes (for non - Messinian residents)Meals within the premisesPrivate Medical PlanUse of Navarino Dunes Facilities, according to the relevant policies


        Show more

        


        Show less",Associate,Contract,Management and Manufacturing,"Technology, Information and Internet"
COSTA NAVARINO,Greece,3 months ago,,Pastry Breakfast Chef De Partie for Costa Navarino Dunes (2024),"Costa Navarino is in Messinia in the southwest Peloponnese, in one of the most unspoiled and breathtaking landscapes in the Mediterranean. It is currently home to four 5-star deluxe hotels, The Romanos, a Luxury Collection Resort and The Westin Resort at Navarino Dunes, W-Costa Navarino at Navarino Waterfront and Mandarin Oriental at Navarino Bay.In the coming years, more upscale branded hotels will be added to our portfolio, both in Messinia and Athens, including the re-launch of the former Athens Hilton.Navarino Dunes Costa Navarino facilities include 766-bedroom units award winning Anazoe Spa, a 4,000m2 spa & thalassotherapy center, four multi-awarded, signature golf courses, over 20 fine dining venues, 5,000 m2 House of Events and a wide range of sports, such as the ""Mouratoglou Tennis Center"", Bayern Munich football academy, Navarino Outdoor and many more.The award-winning The Romanos, a Luxury Collection Resort and The Westin Resort,Costa Navarino are seeking for a Pastry Breakfast Chef De Partie to make an impact on this job. The successful candidate will strongly support the Pastry Sous Chef, will be an expert in Pastry and will be passionate about creating recipes guest will remember.As our Pastry Breakfast Chef De Partie you will: Assessment and communication of daily production needs in collaboration with the Sous chefPreparation and creation of the dessertsDemonstrate proper and safe usage of all pastry equipmentHave knowledge of all standard procedures and policies pertaining to food preparation, receiving, storage and sanitationRespond appropriately to guests' needs during the hours of operationCould support the control of food costsBe able to clearly define productivity standards with quality requirements and methods required to obtain themCheck that all food and beverage outlets' orders are at the correct level and do not surpass the stocks which are requiredRequirementsMinimum of 3 years' experience in the sector, including a minimum of 2 years as a Pastry Chef De Partie in an international 5*hotel chainAbility to speak, write and converse freely in both Greek and EnglishOptional basic computer knowledgeA Pastry / Culinary degreeGood hygiene knowledge and HACCP StandardsHigh energy, ability to work under pressure, good organizational skills, and interpersonal skillsBenefitsCompetitive compensation packageOn going training opportunitiesAccommodation in the vicinity of Navarino Dunes (for non Messinians)Meals within the premisesPrivate Medical PlanUse of Navarino Dunes Facilities, according to the relevant policies


        Show more

        


        Show less",Entry level,Contract,Management and Manufacturing,"Technology, Information and Internet"
Domes Resorts ,"Athens, Attiki, Greece",9 months ago,119 applicants,Pastry Chef - MAKRIS Athens,"Domes Resorts lands in Athens, introducing our first degustation restaurant in Thissio. Our talented executive Chef, Petros Dimas, alongside with a team of culinary experts will create the ultimate fine dining experience based on Greek creative cuisine. We are currently hiring for MAKRIS Athens by Domes and looking for highly energetic and passionate Pastry Chef.The ideal candidate exhibits creative baking and decorating talents by personally performing tasks while leading the staff in preparing quality and consistent pastries for all areas. Works to continually improve guest and employee satisfaction while maintaining the operating budget. Leads development and training of team to improve results while maintaining standards. Must ensure sanitation and food standards are achieved.Main Responsibilities:Work enthusiastically as a member of our busy kitchen team Undertake training & development from our Executive Chef, Mr. Petros Dimas Operate the Pastry section to a high standard Maintain fridges and other food storage areas, monitoring and recording temperatures Cook and plate food according to agreed recipes and standards of mise en place Operate ovens, stoves, grills, microwaves, and fryers in a safe manner & ensuring correctness of temperatures. Set-up and break down work station, washing and disinfecting kitchen area, tables, tools, knives, and equipment. Uphold current local Covid-19 Guidelines RequirementsDegree from an accredited university in Culinary Arts, Hotel and Restaurant Management, or related major; 4 years of experience in the culinary, food and beverage, or related professional area. (preferably in Hospitality 5* resorts) Able to work in a fast-paced environment and cope with pressure Attention to detail Strong leadership Skills Someone with a hands-on, pro-active approach; taking personal responsibility and initiative to prevent or resolve problems BenefitsCompetitive Remuneration PackageIndefinite ContractContinuous Training & Development opportunitiesFriendly and hybrid Work environmentDomes Resorts & Reserves is an equal opportunity employer, all applications will be treated in strict confidentiality.Only suitable candidates will be contacted.
      

        Show more

        


        Show less",Entry level,Full-time,Other,"Technology, Information and Internet"
COSTA NAVARINO,Greece,3 months ago,26 applicants,SOUS CHEF - W Costa Navarino (2024),"Costa Navarino is in Messinia in the southwest Peloponnese, in one of the most unspoiled and breathtaking landscapes in the Mediterranean. It is currently home to four 5-star deluxe hotels, The Romanos, a Luxury Collection Resort and The Westin Resort at Navarino Dunes, W-Costa Navarino at Navarino Waterfront and Mandarin Oriental Costa Navarino at Navarino Bay.In the coming years, more upscale branded hotels will be added to our portfolio, both in Messinia and Athens, including the re-launch of the former Athens Hilton.W Costa Navarino is seeking for a Sous Chef to make an impact on this job. The successful candidate will strongly support the Chef De Cuisine, will be an expert in kitchens and will be passionate about creating recipes guest will remember.As our Sous Chef you will:Estimate and communicate daily production needsDemonstrate proper and safe usage of all kitchen equipmentHave knowledge of all standard procedures and policies pertaining to food preparation, receiving, storage and sanitationRespond appropriately to guests' needs during the hours of operationHave the ability to support the control of food costBe able to clearly define productivity standards with quality requirements and methods required to obtain themCheck that all food and beverage outlets' orders are at the correct level and do not surpass the stocks which are requiredEnsure that the wage overtime forecast is submitted each week and authorized by the ChefEnsure accuracy in the weekly time sheets and that they are in accordance with the weekly forecastRequirementsMinimum of 6 years' experience in the sector, including a minimum of 2 years as a Sous Chef in an international 5*hotel chainAbility to speak, write and converse freely in both Greek and EnglishStrong computer skillsA culinary degreeGood hygiene knowledge and HACCP StandardsHigh energy, ability to work under pressure, good organizational skills and interpersonal skillsDelegating tasks to Prep Cooks. Planning the food menus as per the seasonal availabilities. Managing the kitchen budget. Staying updated with the new trends in the food industry. Ability to manage time efficiently. Ability to manage the budget to ensure profitability. Demonstrate excellent leadership skills. BenefitsCompetitive compensation packageOn going training opportunitiesAccommodation in the vicinity of Navarino Dunes (for non Messinians)Meals within the premisesPrivate Medical PlanUse of Navarino Dunes Facilities, according to the relevant policies


        Show more

        


        Show less",Mid-Senior level,Full-time,Management and Manufacturing,"Technology, Information and Internet"
,,,,,,,,,
